t,Position,v_Vel,v_Acc
0.000000,-166.396721,13.725144,0.030480
0.100000,-165.364973,13.685520,-0.618744
0.200000,-164.326519,13.554456,-1.911096
0.300000,-163.313669,13.301472,-3.267456
0.400000,-162.326726,12.954000,-3.413760
0.500000,-161.364778,12.606528,-3.261360
0.600000,-160.429042,12.353544,-1.901952
0.700000,-159.518604,12.222480,-0.621792
0.800000,-158.601461,12.182856,0.021336
0.900000,-157.684318,12.185904,0.073152
1.000000,-156.767479,12.192000,0.000000
1.100000,-155.850336,12.192000,0.000000
1.200000,-154.933193,12.192000,0.000000
1.300000,-154.016050,12.192000,0.000000
1.400000,-153.098906,12.192000,0.000000
1.500000,-152.181763,12.228576,0.594360
1.600000,-151.264620,12.313920,1.115568
1.700000,-150.347782,12.374880,0.533400
1.800000,-149.430638,12.380976,-0.457200
1.900000,-148.513495,12.323064,-1.091184
2.000000,-147.596352,12.198096,-1.216152
2.100000,-146.672503,12.030456,-1.908048
2.200000,-145.774258,11.777472,-3.267456
2.300000,-144.901920,11.430000,-3.413760
2.400000,-144.054576,11.082528,-3.264408
2.500000,-143.233445,10.829544,-1.908048
2.600000,-142.437612,10.698480,-0.621792
2.700000,-141.635378,10.658856,0.030480
2.800000,-140.832840,10.661904,0.082296
2.900000,-140.030302,10.668000,0.000000
3.000000,-139.227763,10.668000,0.000000
3.100000,-138.425530,10.668000,0.000000
3.200000,-137.622991,10.674096,0.079248
3.300000,-136.820453,10.677144,0.021336
3.400000,-136.018219,10.637520,-0.624840
3.500000,-135.208975,10.506456,-1.911096
3.600000,-134.425030,10.250424,-3.264408
3.700000,-133.667602,9.906000,-3.413760
3.800000,-132.934862,9.558528,-3.261360
3.900000,-132.228336,9.305544,-1.908048
4.000000,-131.547108,9.174480,-0.621792
4.100000,-130.859479,9.134856,0.000000
4.200000,-130.171546,9.134856,0.051816
4.300000,-129.477821,9.140952,0.027432
4.400000,-128.800555,9.147048,0.085344
4.500000,-128.138530,9.156192,0.137160
4.600000,-127.490525,9.159240,-0.030480
4.700000,-126.828499,9.116568,-0.713232
4.800000,-126.144223,8.979408,-1.944624
4.900000,-125.469396,8.723376,-3.236976
5.000000,-124.826573,8.378952,-3.413760
5.100000,-124.208438,8.034528,-3.261360
5.200000,-123.616517,7.781544,-1.908048
5.300000,-123.049894,7.598664,-1.432560
5.400000,-122.476870,7.446264,-1.490472
5.500000,-121.903541,7.367016,-0.658368
5.600000,-121.330822,7.367016,0.679704
5.700000,-120.757493,7.443216,1.414272
5.800000,-120.182335,7.546848,0.682752
5.900000,-119.604130,7.586472,-0.106680
6.000000,-119.024095,7.577328,-0.054864
6.100000,-118.443451,7.574280,-0.012192
6.200000,-117.863722,7.574280,0.000000
6.300000,-117.285516,7.574280,0.000000
6.400000,-116.707615,7.580376,0.076200
6.500000,-116.129410,7.583424,0.015240
6.600000,-115.549680,7.543800,-0.630936
6.700000,-114.962330,7.412736,-1.871472
6.800000,-114.402413,7.168896,-3.108960
6.900000,-113.869318,6.839712,-3.413760
7.000000,-113.362130,6.486144,-3.413760
7.100000,-112.882680,6.156960,-3.041904
7.200000,-112.429138,5.903976,-2.157984
7.300000,-111.992664,5.763768,-0.752856
7.400000,-111.558019,5.760720,0.771144
7.500000,-111.102953,5.864352,1.530096
7.600000,-110.634780,5.992368,1.197864
7.700000,-110.150453,6.074664,0.438912
7.800000,-109.671917,6.102096,-0.024384
7.900000,-109.193381,6.099048,-0.060960
8.000000,-108.714845,6.099048,0.039624
8.100000,-108.236309,6.102096,0.030480
8.200000,-107.757468,6.086856,-0.225552
8.300000,-107.275274,6.035040,-0.758952
8.400000,-106.801006,5.934456,-1.335024
8.500000,-106.347463,5.791200,-1.600200
8.600000,-105.908246,5.647944,-1.335024
8.700000,-105.489451,5.547360,-0.755904
8.800000,-105.078886,5.495544,-0.222504
8.900000,-104.664662,5.480304,0.030480
9.000000,-104.250134,5.483352,0.015240
9.100000,-103.835911,5.483352,-0.030480
9.200000,-103.421688,5.486400,0.064008
9.300000,-103.008684,5.510784,0.347472
9.400000,-102.594156,5.562600,0.713232
9.500000,-102.172922,5.638800,0.886968
9.600000,-101.742545,5.715000,0.713232
9.700000,-101.305157,5.766816,0.347472
9.800000,-100.866550,5.791200,0.064008
9.900000,-100.429162,5.794248,-0.030480
10.000000,-99.991774,5.791200,-0.021336
10.100000,-99.554386,5.788152,-0.018288
10.200000,-99.116998,5.794248,0.085344
10.300000,-98.678695,5.922264,2.002536
10.400000,-98.243441,6.184392,3.386328
10.500000,-97.803614,6.336792,1.060704
10.600000,-97.371103,6.242304,-2.990088
10.700000,-96.949870,5.891784,-3.413760
10.800000,-96.540828,5.416296,-3.413760
10.900000,-96.150684,5.068824,-2.414016
11.000000,-95.776999,4.849368,-2.057400
11.100000,-95.417640,4.684776,-1.307592
11.200000,-95.079007,4.593336,-0.490728
11.300000,-94.733669,4.562856,0.018288
11.400000,-94.388635,4.565904,0.079248
11.500000,-94.043297,4.572000,0.000000
11.600000,-93.697958,4.572000,0.000000
11.700000,-93.352620,4.572000,0.000000
11.800000,-93.007282,4.572000,0.000000
11.900000,-92.661943,4.572000,0.000000
12.000000,-92.316910,4.572000,0.000000
12.100000,-91.971571,4.572000,0.000000
12.200000,-91.626233,4.572000,0.000000
12.300000,-91.280894,4.572000,0.000000
12.400000,-90.935556,4.572000,0.000000
12.500000,-90.590218,4.575048,0.079248
12.600000,-90.245184,4.581144,0.027432
12.700000,-89.899846,4.541520,-0.621792
12.800000,-89.547802,4.410456,-1.908048
12.900000,-89.221361,4.154424,-3.261360
13.000000,-88.921133,3.810000,-3.413760
13.100000,-88.645898,3.462528,-3.264408
13.200000,-88.396877,3.209544,-1.911096
13.300000,-88.173458,3.078480,-0.621792
13.400000,-87.943030,3.038856,0.027432
13.500000,-87.712906,3.041904,0.079248
13.600000,-87.482782,3.048000,0.000000
13.700000,-87.252658,3.048000,0.000000
13.800000,-87.022229,3.048000,0.000000
13.900000,-86.792105,3.048000,0.000000
14.000000,-86.561981,3.048000,0.000000
14.100000,-86.331857,3.048000,0.000000
14.200000,-86.101733,3.048000,0.000000
14.300000,-85.871304,3.048000,0.000000
14.400000,-85.641180,3.048000,0.000000
14.500000,-85.411056,3.048000,0.006096
14.600000,-85.180932,3.048000,0.000000
14.700000,-84.950503,3.048000,0.000000
14.800000,-84.720379,3.048000,-0.009144
14.900000,-84.490255,3.051048,0.073152
15.000000,-84.260131,3.054096,0.030480
15.100000,-84.030007,3.017520,-0.618744
15.200000,-83.792873,2.886456,-1.905000
15.300000,-83.581646,2.633472,-3.261360
15.400000,-83.396633,2.286000,-3.413760
15.500000,-83.236308,1.941576,-3.261360
15.600000,-83.102196,1.685544,-1.914144
15.700000,-82.993992,1.554480,-0.627888
15.800000,-82.878778,1.514856,0.024384
15.900000,-82.763868,1.517904,0.082296
16.000000,-82.648654,1.524000,0.000000
16.100000,-82.533744,1.524000,0.000000
16.200000,-82.418530,1.530096,0.076200
16.300000,-82.303315,1.533144,0.024384
16.400000,-82.188406,1.493520,-0.621792
16.500000,-82.066486,1.362456,-1.911096
16.600000,-81.970169,1.106424,-3.264408
16.700000,-81.900370,0.765048,-3.413760
16.800000,-81.855259,0.432816,-3.115056
16.900000,-81.836362,0.185928,-1.837944
17.000000,-81.843067,0.054864,-0.694944
17.100000,-81.843067,0.000000,0.000000
17.200000,-81.843067,0.000000,0.000000
17.300000,-81.843067,0.000000,0.000000
17.400000,-81.843067,0.000000,0.000000
17.500000,-81.843067,0.000000,0.000000
17.600000,-81.843067,0.000000,0.000000
17.700000,-81.843067,0.000000,0.000000
17.800000,-81.843067,0.000000,0.000000
17.900000,-81.843067,0.000000,0.000000
18.000000,-81.843067,0.000000,0.000000
18.100000,-81.843067,0.000000,0.000000
18.200000,-81.843067,0.000000,0.000000
18.300000,-81.843067,0.000000,0.000000
18.400000,-81.843067,0.000000,0.000000
18.500000,-81.843067,0.000000,0.000000
18.600000,-81.843067,0.000000,0.000000
18.700000,-81.843067,0.000000,0.000000
18.800000,-81.843067,0.000000,0.000000
18.900000,-81.843067,0.000000,0.000000
19.000000,-81.843067,0.000000,0.000000
19.100000,-81.843067,0.000000,0.000000
19.200000,-81.843067,0.000000,0.000000
19.300000,-81.843067,0.000000,0.000000
19.400000,-81.843067,0.000000,0.000000
19.500000,-81.843067,0.000000,0.000000
19.600000,-81.843067,0.000000,0.000000
19.700000,-81.843067,0.000000,0.000000
19.800000,-81.843067,0.000000,0.000000
19.900000,-81.843067,0.000000,0.000000
