t,Position,v_Vel,v_Acc
0.000000,-87.413592,4.334256,-1.054608
0.100000,-87.103915,4.230624,-1.210056
0.200000,-86.804297,4.169664,-0.243840
0.300000,-86.497363,4.209288,1.094232
0.400000,-86.173970,4.297680,1.085088
0.500000,-85.828327,4.303776,-0.652272
0.600000,-85.497010,4.139184,-2.825496
0.700000,-85.196782,3.819144,-3.413760
0.800000,-84.921242,3.468624,-3.310128
0.900000,-84.671916,3.215640,-1.874520
1.000000,-84.448498,3.087624,-0.530352
1.100000,-84.218374,3.054096,0.033528
1.200000,-83.987945,3.017520,-0.582168
1.300000,-83.750810,2.886456,-1.929384
1.400000,-83.539279,2.633472,-3.261360
1.500000,-83.354266,2.286000,-3.413760
1.600000,-83.193941,1.941576,-3.264408
1.700000,-83.059829,1.685544,-1.914144
1.800000,-82.951625,1.554480,-0.624840
1.900000,-82.836410,1.514856,0.027432
2.000000,-82.721196,1.517904,0.079248
2.100000,-82.605982,1.524000,0.000000
2.200000,-82.490767,1.524000,0.000000
2.300000,-82.375858,1.524000,0.024384
2.400000,-82.260643,1.530096,0.048768
2.500000,-82.145429,1.524000,-0.106680
2.600000,-82.028081,1.481328,-0.670560
2.700000,-81.912562,1.386840,-1.216152
2.800000,-81.809539,1.307592,-0.701040
2.900000,-81.729072,1.341120,1.118616
3.000000,-81.630012,1.551432,3.224784
3.100000,-81.496814,1.911096,3.413760
3.200000,-81.334356,2.304288,3.413760
3.300000,-81.143246,2.602992,2.279904
3.400000,-80.917999,2.761488,0.801624
3.500000,-80.700677,2.810256,0.000000
3.600000,-80.483354,2.810256,-0.079248
3.700000,-80.266337,2.804160,0.009144
3.800000,-80.049014,2.801112,-0.060960
3.900000,-79.831997,2.788920,-0.185928
4.000000,-79.614674,2.770632,-0.240792
4.100000,-79.396742,2.752344,-0.112776
4.200000,-79.178810,2.755392,0.115824
4.300000,-78.961183,2.770632,0.240792
4.400000,-78.743861,2.788920,0.182880
4.500000,-78.526538,2.801112,0.054864
4.600000,-78.309521,2.804160,-0.009144
4.700000,-78.092198,2.804160,0.000000
4.800000,-77.874876,2.804160,0.000000
4.900000,-77.657554,2.804160,0.000000
5.000000,-77.440536,2.804160,0.000000
5.100000,-77.223214,2.804160,0.000000
5.200000,-77.005891,2.801112,-0.015240
5.300000,-76.788874,2.801112,-0.024384
5.400000,-76.571551,2.804160,0.054864
5.500000,-76.355143,2.816352,0.210312
5.600000,-76.138126,2.862072,0.624840
5.700000,-75.915926,2.968752,1.405128
5.800000,-75.692203,3.133344,2.011680
5.900000,-75.441658,3.316224,1.856232
6.000000,-75.175262,3.459480,1.069848
6.100000,-74.889360,3.563112,0.765048
6.200000,-74.596447,3.697224,1.658112
