t,Velocity
0.0,9.061704
1.0,9.119616
2.0,7.693151999999999
3.0,8.601456
4.0,9.070848000000002
5.0,9.110472
6.0,9.552432
7.0,9.531096
8.0,9.525
9.0,8.540496000000001
10.0,8.6868
11.0,8.58012
12.0,9.0678
13.0,9.070848000000002
14.0,9.00684
15.0,9.00684
16.0,9.137904
17.0,9.137904
18.0,8.470392
19.0,9.125712
20.0,7.613904000000001
21.0,7.565136017440772
22.0,7.62
23.0,7.62
24.0,7.437120055229109
25.0,7.4676
26.0,7.202424127898989
27.0,6.452616177314508
28.0,6.617207819778698
29.0,6.873239997093206
30.0,6.812280023254362
31.0,6.592824095924242
32.0,5.913120162780531
33.0,6.092952
34.0,6.092952
35.0,6.092952
36.0,5.721096
37.0,6.095999997093205
38.0,6.092952
39.0,7.443215773269974
40.0,7.613904000000001
41.0,7.613904000000001
42.0,8.272271808151517
43.0,9.13180795058448
44.0,9.509759898262168
45.0,9.134856031974746
46.0,9.144
47.0,9.144
48.0,9.144
49.0,9.144
50.0,9.970008002906795
51.0,9.60424786628741
52.0,9.134856029067953
53.0,9.144
54.0,9.144
55.0,9.144
56.0,8.519160008720386
57.0,7.784592241264019
58.0,7.339584156966952
59.0,6.096
60.0,6.102096
