t,Velocity
0.0,6.205728000000001
1.0,6.976872
2.0,7.598664
3.0,6.8580000000000005
4.0,6.638544
5.0,6.096
6.0,5.964936000000001
7.0,6.092952
8.0,6.132576
9.0,6.8580000000000005
10.0,6.986016000000001
11.0,8.129016000000002
12.0,8.113776000000001
13.0,7.4676
14.0,7.1170800000000005
15.0,7.616951999999999
16.0,7.616951999999999
17.0,7.595616000000001
18.0,6.467856
19.0,6.096
20.0,6.047232
21.0,6.858000170047515
22.0,7.6291439563980745
23.0,6.8519040087203855
24.0,6.702551908435953
25.0,6.096
26.0,6.05637586919422
27.0,6.092952
28.0,6.083808069763084
29.0,6.8580000000000005
30.0,6.876288156966937
31.0,8.129016000000002
32.0,8.031480117725202
33.0,7.4676
34.0,7.251191808151521
35.0,7.623047991279615
36.0,7.616951999999999
37.0,7.626095956398074
38.0,6.736079616303044
39.0,6.096
40.0,6.095999930236917
41.0,6.092952
42.0,6.504432497061967
43.0,7.525511760189403
44.0,6.425184152606744
45.0,6.096
46.0,6.096
47.0,5.934456
48.0,6.126480187488287
49.0,7.62
50.0,7.610856056682505
51.0,7.507223933143556
52.0,6.86409598546599
53.0,6.577583957851372
54.0,6.096
55.0,5.900928
56.0,6.092952
57.0,6.251448085750657
58.0,6.742175872100717
59.0,7.199376139526493
60.0,8.132064
