t,Velocity
0.0,9.144
1.0,9.144
2.0,9.040368
3.0,9.144
4.0,9.890760000000002
5.0,9.7536
6.0,10.216896000000002
7.0,10.8204
8.0,11.021568
9.0,11.225784
10.0,9.028176
11.0,9.147048000000002
12.0,8.65632
13.0,9.140952
14.0,8.004048000000001
15.0,7.540752
16.0,7.613904000000001
17.0,7.613904000000001
18.0,7.120128
19.0,6.723888
20.0,6.096
21.0,6.781799982559188
22.0,6.7818000000000005
23.0,7.114031976745583
24.0,7.114032
25.0,7.348727819778269
26.0,7.53160808139046
27.0,8.223503793617049
28.0,8.503920002906803
29.0,8.482583915702737
30.0,8.976359854659894
31.0,9.140952
32.0,10.024871744201413
33.0,10.372344
34.0,10.262615930236748
35.0,10.302240002906801
36.0,10.661904
37.0,10.765536011627209
38.0,10.664952002906801
39.0,10.433304
40.0,10.668
41.0,10.668
42.0,10.668
43.0,10.683239991279594
44.0,10.875263994186396
45.0,10.683239979652384
46.0,10.506456124992491
47.0,9.049511956397968
48.0,9.144
49.0,9.052560043602032
50.0,9.147047979652386
51.0,9.144
52.0,9.144
53.0,9.144
54.0,9.028176090110874
55.0,7.735824156967327
56.0,7.62
57.0,7.62
58.0,7.6169520029068005
59.0,8.025384
60.0,7.62
