t,Position,v_Vel,v_Acc,Lane_ID,y_coordinate,lane_index,original_vehicle_id,new_vehicle_id,original_sequence_id
0.0,-80.09673851269045,7.485888,0.036576,3,-3.2,0,398,4,2
0.1000001430511474,-79.3492898088202,7.488936000000001,0.024384,3,-3.2,0,398,4,2
0.2000000476837158,-78.60152507098579,7.491983999999999,0.0,3,-3.2,0,398,4,2
0.2999999523162842,-77.85374891948933,7.491983999999999,0.0,3,-3.2,0,398,4,2
0.4000000953674316,-77.10596147580048,7.491983999999999,0.009144,3,-3.2,0,398,4,2
0.5,-76.35816285967326,7.491983999999999,0.012192,3,-3.2,0,398,4,2
0.6000001430511475,-75.60974415778927,7.488936000000001,-0.054864,3,-3.2,0,398,4,2
0.7000000476837158,-74.86156664979225,7.476744000000001,-0.176784,3,-3.2,0,398,4,2
0.7999999523162842,-74.11560168908028,7.458456,-0.231648,3,-3.2,0,398,4,2
0.9000000953674316,-73.37319560153747,7.443216,-0.109728,3,-3.2,0,398,4,2
1.0,-72.63265481189603,7.443216,0.112776,3,-3.2,0,398,4,2
1.1000001430511477,-71.88990453383317,7.458456,0.2286,3,-3.2,0,398,4,2
1.2000000476837158,-71.14419689573603,7.476744000000001,0.173736,3,-3.2,0,398,4,2
1.2999999523162842,-70.39596637754366,7.488936000000001,0.057912,3,-3.2,0,398,4,2
1.4000000953674316,-69.64745936212137,7.491983999999999,-0.006096,3,-3.2,0,398,4,2
1.5,-68.89953884917381,7.491983999999999,-0.009144,3,-3.2,0,398,4,2
1.6000001430511477,-68.15162099995536,7.491983999999999,0.0,3,-3.2,0,398,4,2
1.7000000476837158,-67.40369331662981,7.491983999999999,0.0,3,-3.2,0,398,4,2
1.7999999523162842,-66.65331949856386,7.470648000000001,-0.347472,3,-3.2,0,398,4,2
1.900000095367432,-65.90780884525847,7.421880000000001,-0.649224,3,-3.2,0,398,4,2
2.0,-65.17172990238919,7.385304,-0.326136,3,-3.2,0,398,4,2
2.1000001430511475,-64.43989336210691,7.382256,0.283464,3,-3.2,0,398,4,2
2.200000047683716,-63.70488129736947,7.421880000000001,0.719328,3,-3.2,0,398,4,2
2.299999952316284,-62.95999506047997,7.491983999999999,0.673608,3,-3.2,0,398,4,2
2.400000095367432,-62.207960402787336,7.562088,0.643128,3,-3.2,0,398,4,2
