t,Position,v_Vel,v_Acc,Lane_ID,y_coordinate,lane_index,original_vehicle_id,new_vehicle_id,original_sequence_id
0.0,-111.56696417287486,11.786616,-0.35052,1,0.0,1,2396,14,677
0.0999999046325683,-110.39723756803838,11.817096,0.8321040000000001,1,0.0,1,2396,14,677
0.1999998092651367,-109.21806912909491,11.93292,1.7465040000000005,1,0.0,1,2396,14,677
0.2999999523162842,-108.01481412965988,12.076176,1.41732,1,0.0,1,2396,14,677
0.3999998569488525,-106.7938843802,12.176760000000002,0.475488,1,0.0,1,2396,14,677
0.5,-105.57021006104956,12.20724,0.006096,1,0.0,1,2396,14,677
0.5999999046325684,-104.34927718870064,12.20724,0.0,1,0.0,1,2396,14,677
0.6999998092651367,-103.1255961132363,12.176760000000002,-0.469392,1,0.0,1,2396,14,677
0.7999999523162842,-101.90496507059824,12.082272,-1.34112,1,0.0,1,2396,14,677
0.8999998569488525,-100.70018106073744,11.939016,-1.7617440000000002,1,0.0,1,2396,14,677
1.0,-99.51733974003918,11.792712,-1.3533120000000003,1,0.0,1,2396,14,677
1.0999999046325684,-98.35034204252536,11.692128,-0.57912,1,0.0,1,2396,14,677
1.1999998092651367,-97.18852797728294,11.6586,0.0,1,0.0,1,2396,14,677
1.2999999523162842,-96.0261066968171,11.692128,0.573024,1,0.0,1,2396,14,677
1.3999998569488523,-94.85634489924892,11.762232,0.9113520000000002,1,0.0,1,2396,14,677
1.5,-93.6728531594132,11.817096,0.417576,1,0.0,1,2396,14,677
1.5999999046325684,-92.48387119292252,11.817096,-0.445008,1,0.0,1,2396,14,677
1.6999998092651367,-91.30403543059715,11.792712,-0.402336,1,0.0,1,2396,14,677
1.7999999523162842,-90.13395197424254,11.820144,0.804672,1,0.0,1,2396,14,677
1.8999998569488523,-88.95472444565522,11.93292,1.7465040000000005,1,0.0,1,2396,14,677
2.0,-87.75171995049149,12.076176,1.414272,1,0.0,1,2396,14,677
2.0999999046325684,-86.53073273300544,12.173712,0.469392,1,0.0,1,2396,14,677
2.1999998092651367,-85.30669706222528,12.201144,-0.073152,1,0.0,1,2396,14,677
2.299999952316284,-84.08662626651534,12.195048,-0.0762,1,0.0,1,2396,14,677
2.3999998569488525,-82.8680787328642,12.192,0.012192,1,0.0,1,2396,14,677
2.5,-81.64891769702726,12.195048,0.021336,1,0.0,1,2396,14,677
2.5999999046325684,-80.42945129441995,12.195048,0.009144,1,0.0,1,2396,14,677
2.6999998092651367,-79.2096893494055,12.195048,-0.009144,1,0.0,1,2396,14,677
2.799999952316284,-77.99022501454738,12.192,-0.021336,1,0.0,1,2396,14,677
2.8999998569488525,-76.77106811456753,12.192,-0.012192,1,0.0,1,2396,14,677
3.0,-75.55221860927324,12.192,0.0,1,0.0,1,2396,14,677
3.0999999046325684,-74.3342796256018,12.201144,0.176784,1,0.0,1,2396,14,677
3.1999998092651367,-73.11054917731158,12.198096,-0.164592,1,0.0,1,2396,14,677
3.299999952316284,-71.88102409958279,12.076176,-1.877568,1,0.0,1,2396,14,677
3.3999998569488525,-70.67731985390358,11.771376,-3.41376,1,0.0,1,2396,14,677
3.5,-69.52846072309973,11.286744,-3.41376,1,0.0,1,2396,14,677
3.5999999046325684,-68.42551352505134,10.753344,-3.41376,1,0.0,1,2396,14,677
3.6999998092651367,-67.3785305356416,10.433304,-1.725168,1,0.0,1,2396,14,677
3.799999952316284,-66.37203283487963,10.466832000000002,2.42316,1,0.0,1,2396,14,677
3.899999856948853,-65.31283785744506,10.8204,3.41376,1,0.0,1,2396,14,677
4.0,-64.20585347879916,11.335512,3.41376,1,0.0,1,2396,14,677
4.099999904632568,-63.05419931956877,11.783568,3.41376,1,0.0,1,2396,14,677
4.199999809265137,-61.84775898975525,12.057888000000002,1.789176,1,0.0,1,2396,14,677
4.299999952316284,-60.623409864826215,12.176760000000002,0.435864,1,0.0,1,2396,14,677
4.3999998569488525,-59.399362599622776,12.201144,-0.094488,1,0.0,1,2396,14,677
4.5,-58.17927973879071,12.192,-0.118872,1,0.0,1,2396,14,677
4.599999904632568,-56.96133001781794,12.185904,-0.018288,1,0.0,1,2396,14,677
4.699999809265137,-55.74336500461828,12.185904,0.018288,1,0.0,1,2396,14,677
4.799999952316284,-54.52479017788104,12.188952,0.039624,1,0.0,1,2396,14,677
4.8999998569488525,-53.30560307475236,12.188952,-0.018288,1,0.0,1,2396,14,677
5.0,-52.08642067855314,12.182856,-0.067056,1,0.0,1,2396,14,677
5.099999904632568,-50.86997625880244,12.195048,0.179832,1,0.0,1,2396,14,677
5.199999809265137,-49.654114383028,12.249912,0.865632,1,0.0,1,2396,14,677
5.299999952316284,-48.43039600327222,12.380976,1.725168,1,0.0,1,2396,14,677
5.3999998569488525,-47.18701171459833,12.563856,2.136648,1,0.0,1,2396,14,677
5.5,-45.91779747415018,12.749784,1.731264,1,0.0,1,2396,14,677
5.599999904632568,-44.62890133072895,12.880848,0.8808720000000001,1,0.0,1,2396,14,677
5.699999809265137,-43.33242921027807,12.941808000000002,0.225552,1,0.0,1,2396,14,677
5.799999952316284,-42.03499706797621,12.950952,-0.067056,1,0.0,1,2396,14,677
5.8999998569488525,-40.73814423684718,12.92352,-0.432816,1,0.0,1,2396,14,677
6.0,-39.44406062077377,12.838176,-1.164336,1,0.0,1,2396,14,677
6.099999904632568,-38.16125662352744,12.685776,-1.932432,1,0.0,1,2396,14,677
6.199999809265137,-36.90085934371263,12.493752,-2.0909280000000003,1,0.0,1,2396,14,677
6.299999952316284,-35.6659950539314,12.323064,-1.466088,1,0.0,1,2396,14,677
6.3999998569488525,-34.44715718245797,12.219432,-0.585216,1,0.0,1,2396,14,677
6.5,-33.23219277391661,12.182856,-0.018288,1,0.0,1,2396,14,677
6.599999904632568,-32.01512102894645,12.182856,0.097536,1,0.0,1,2396,14,677
6.699999809265137,-30.7959156918821,12.188952,0.027432,1,0.0,1,2396,14,677
6.799999952316284,-29.5764071683804,12.192,0.0,1,0.0,1,2396,14,677
6.8999998569488525,-28.35720178335643,12.192,0.0,1,0.0,1,2396,14,677
7.0,-27.137998001922,12.192,0.0,1,0.0,1,2396,14,677
7.099999904632568,-25.91879257048967,12.192,0.0,1,0.0,1,2396,14,677
7.199999809265137,-24.699588737143728,12.192,0.0,1,0.0,1,2396,14,677
7.299999952316284,-23.480383260773834,12.192,0.0,1,0.0,1,2396,14,677
7.399999856948851,-22.26117937708537,12.192,0.0,1,0.0,1,2396,14,677
7.5,-21.041669061441127,12.188952,-0.036576,1,0.0,1,2396,14,677
7.599999904632568,-19.822768317422657,12.182856,-0.070104,1,0.0,1,2396,14,677
7.699999809265137,-18.605391532747063,12.185904,0.042672,1,0.0,1,2396,14,677
7.799999952316284,-17.387084302433664,12.195048,0.146304,1,0.0,1,2396,14,677
7.899999856948851,-16.163285922527564,12.170664,-0.435864,1,0.0,1,2396,14,677
8.0,-14.939489139771837,12.045696,-1.877568,1,0.0,1,2396,14,677
8.099999904632568,-13.733983315510727,11.786616,-3.41376,1,0.0,1,2396,14,677
8.199999809265137,-12.5726809272401,11.451336,-3.41376,1,0.0,1,2396,14,677
8.299999952316284,-11.453114587331813,11.180064,-2.033016,1,0.0,1,2396,14,677
8.399999856948853,-10.357946410922835,11.070336,-0.085344,1,0.0,1,2396,14,677
8.5,-9.253937534834677,11.045952000000002,0.13716,1,0.0,1,2396,14,677
8.599999904632568,-8.147490284754639,11.036808,-0.298704,1,0.0,1,2396,14,677
8.699999809265137,-7.055063627913398,11.143488,1.4813280000000002,1,0.0,1,2396,14,677
8.799999952316284,-5.933984544746409,11.5062,3.41376,1,0.0,1,2396,14,677
8.899999856948853,-4.73880751724613,12.216384,3.41376,1,0.0,1,2396,14,677
9.0,-3.4653501492547605,13.210032000000002,3.41376,1,0.0,1,2396,14,677
9.099999904632568,-2.094661307155377,14.231112,3.41376,1,0.0,1,2396,14,677
9.199999809265137,-0.637718493459488,15.044928,3.41376,1,0.0,1,2396,14,677
9.299999952316284,0.889346816030752,15.517368,2.57556,1,0.0,1,2396,14,677
9.399999856948853,2.4914015892939574,15.419832,-3.41376,1,0.0,1,2396,14,677
9.5,3.969709316294029,14.545056,-3.41376,1,0.0,1,2396,14,677
9.599999904632568,5.327862851614157,12.981432000000002,-3.41376,1,0.0,1,2396,14,677
9.699999809265137,6.532394899638746,11.119104,-3.41376,1,0.0,1,2396,14,677
9.799999952316284,7.589066503188974,9.610344,-3.41376,1,0.0,1,2396,14,677
9.899999856948853,8.504997158926642,9.070848000000002,0.582168,1,0.0,1,2396,14,677
10.0,9.429679097556289,9.592056,3.41376,1,0.0,1,2396,14,677
10.099999904632568,10.452218747101483,10.710672,3.41376,1,0.0,1,2396,14,677
10.199999809265137,11.568331688809453,11.829288000000002,3.41376,1,0.0,1,2396,14,677
10.299999952316284,12.7726470417864,12.548616,3.41376,1,0.0,1,2396,14,677
10.399999856948853,14.06565978644096,12.81684,0.722376,1,0.0,1,2396,14,677
10.5,15.35592799359938,12.865608000000002,0.103632,1,0.0,1,2396,14,677
10.599999904632568,16.642843601289712,12.883896000000002,0.173736,1,0.0,1,2396,14,677
10.699999809265137,17.93677123351722,12.856464,-0.50292,1,0.0,1,2396,14,677
10.799999952316284,19.237402975022007,12.615672,-3.41376,1,0.0,1,2396,14,677
10.899999856948853,20.45760348123656,12.02436,-3.41376,1,0.0,1,2396,14,677
11.0,21.605692818493708,11.09472,-3.41376,1,0.0,1,2396,14,677
11.099999904632568,22.6653789957399,10.049256,-3.41376,1,0.0,1,2396,14,677
11.199999809265137,23.641266236498662,9.256776,-3.41376,1,0.0,1,2396,14,677
11.299999952316284,24.54554705871641,8.796528,-2.7858720000000003,1,0.0,1,2396,14,677
11.399999856948853,25.40932342410167,8.394192,-3.41376,1,0.0,1,2396,14,677
11.5,26.2078027487741,7.802880000000001,-3.41376,1,0.0,1,2396,14,677
11.599999904632568,26.94389063188396,6.99516,-3.41376,1,0.0,1,2396,14,677
11.699999809265137,27.624504115230536,6.37032,-3.41376,1,0.0,1,2396,14,677
11.799999952316284,28.20522365603523,6.397752,3.41376,1,0.0,1,2396,14,677
11.899999856948853,28.8992480744883,7.138416000000001,3.41376,1,0.0,1,2396,14,677
12.0,29.67312918916832,8.287512000000001,3.41376,1,0.0,1,2396,14,677
12.099999904632568,30.548472446539225,9.384792,3.41376,1,0.0,1,2396,14,677
12.199999809265137,31.51437843339085,10.137648,3.41376,1,0.0,1,2396,14,677
12.299999952316284,32.55556630277312,10.518648,2.063496,1,0.0,1,2396,14,677
12.399999856948853,33.62936891634274,10.655808,0.448056,1,0.0,1,2396,14,677
12.5,34.70225864254911,10.677144,-0.192024,1,0.0,1,2396,14,677
12.599999904632568,35.76874769080189,10.661904,-0.146304,1,0.0,1,2396,14,677
12.699999809265137,36.83005381115101,10.68324,0.469392,1,0.0,1,2396,14,677
12.799999952316284,37.895018978053656,10.780776,1.411224,1,0.0,1,2396,14,677
12.899999856948853,38.97735760275242,10.930128,1.8257520000000005,1,0.0,1,2396,14,677
13.0,40.08499440154037,11.052048,0.8808720000000001,1,0.0,1,2396,14,677
13.099999904632568,41.20573609213875,11.052048,-0.847344,1,0.0,1,2396,14,677
13.199999809265137,42.314287389711296,10.933176,-1.865376,1,0.0,1,2396,14,677
13.299999952316284,43.397542019887965,10.765536,-1.6520160000000002,1,0.0,1,2396,14,677
13.399999856948853,44.45734848557038,10.671048,-0.33528,1,0.0,1,2396,14,677
13.5,45.51005620614757,10.741152,1.5819120000000002,1,0.0,1,2396,14,677
13.599999904632568,46.58031385467126,10.978896,3.3162240000000005,1,0.0,1,2396,14,677
13.699999809265137,47.69718928966461,11.344656,3.41376,1,0.0,1,2396,14,677
13.799999952316284,48.84931707556058,11.728704,3.41376,1,0.0,1,2396,14,677
13.899999856948853,50.04763105421216,12.00912,2.0817840000000003,1,0.0,1,2396,14,677
14.0,51.26891379908631,12.152376,0.6400800000000001,1,0.0,1,2396,14,677
14.099999904632568,52.493246450279,12.192,-0.088392,1,0.0,1,2396,14,677
14.199999809265137,53.71204194349241,12.185904,-0.057912,1,0.0,1,2396,14,677
14.299999952316284,54.92891064899692,12.185904,0.079248,1,0.0,1,2396,14,677
14.399999856948853,56.14801897754205,12.192,0.039624,1,0.0,1,2396,14,677
14.5,57.36838235270085,12.185904,-0.112776,1,0.0,1,2396,14,677
14.599999904632568,58.585493845222175,12.185904,0.03048,1,0.0,1,2396,14,677
14.699999809265137,59.796786786398286,12.262104,1.216152,1,0.0,1,2396,14,677
14.799999952316284,61.01659973860501,12.487656,3.179064,1,0.0,1,2396,14,677
14.899999856948853,62.28674454607682,12.883896000000002,3.41376,1,0.0,1,2396,14,677
15.0,63.60297637017237,13.4112,3.41376,1,0.0,1,2396,14,677
15.099999904632568,64.96922814591676,13.938504,3.41376,1,0.0,1,2396,14,677
15.199999809265137,66.38121618044994,14.34084,3.2400240000000005,1,0.0,1,2396,14,677
15.299999952316284,67.84409156468678,14.578584,1.359408,1,0.0,1,2396,14,677
15.399999856948853,69.31883019951442,14.66088,0.04572,1,0.0,1,2396,14,677
15.5,70.79266764451012,14.59992,-1.069848,1,0.0,1,2396,14,677
15.599999904632568,72.25676298829859,14.413992,-2.5359360000000004,1,0.0,1,2396,14,677
15.699999809265137,73.6891433374235,14.100048,-3.41376,1,0.0,1,2396,14,677
15.799999952316284,75.07636551334986,13.670280000000002,-3.41376,1,0.0,1,2396,14,677
15.899999856948853,76.42024891555246,13.206984,-3.41376,1,0.0,1,2396,14,677
16.0,77.7238246812571,12.822936,-3.3528,1,0.0,1,2396,14,677
16.09999990463257,78.9723307549587,12.637008000000002,-0.6858000000000001,1,0.0,1,2396,14,677
16.199999809265137,80.21295760229805,12.704064,2.22504,1,0.0,1,2396,14,677
16.299999952316284,81.48691185525507,12.950952,3.236976,1,0.0,1,2396,14,677
16.399999856948853,82.80863297193838,13.161264,1.475232,1,0.0,1,2396,14,677
16.5,84.15075623628519,13.170408,-1.322832,1,0.0,1,2396,14,677
16.59999990463257,85.4707813550931,13.005816,-2.572512,1,0.0,1,2396,14,677
16.699999809265137,86.75093007937119,12.841224000000002,-1.1917680000000002,1,0.0,1,2396,14,677
16.799999952316284,88.0140062143202,12.829032000000002,1.088136,1,0.0,1,2396,14,677
16.899999856948853,89.29506414523286,12.960096000000002,1.987296,1,0.0,1,2396,14,677
17.0,90.60446966221669,13.115544000000002,1.307592,1,0.0,1,2396,14,677
17.09999990463257,91.92972341456688,13.203936,0.292608,1,0.0,1,2396,14,677
17.199999809265137,93.2546724974755,13.216128,-0.12192,1,0.0,1,2396,14,677
17.299999952316284,94.5756593435964,13.206984,-0.097536,1,0.0,1,2396,14,677
