t,Velocity
0.0,3.048
1.0,3.310128
2.0,3.0388560000000004
3.0,3.041904
4.0,3.048
5.0,2.5847040000000003
6.0,3.048
7.0,3.048
8.0,3.361944
9.0,3.557016
10.0,3.557016
11.0,4.86156
12.0,5.0078640000000005
13.0,4.913376
14.0,4.727448
15.0,4.727448
16.0,3.624072
17.0,4.276344
18.0,5.218176000000001
19.0,7.324344000000001
20.0,7.552944000000001
21.0,7.62
22.0,7.540752075576676
23.0,7.62
24.0,7.510272087203855
25.0,4.230624313933882
26.0,3.681984
27.0,4.0111680000000005
28.0,2.2951443052134963
29.0,2.0848319970932048
30.0,2.084832
31.0,3.6697917209476607
32.0,3.861816
33.0,3.861816
34.0,6.483095540726358
35.0,6.879336
36.0,6.784847880821398
37.0,6.437376078483471
38.0,6.4008
39.0,6.403848000000001
40.0,5.897879956398072
41.0,4.181856165687327
42.0,3.048
43.0,3.048
44.0,2.5572718691942162
45.0,3.048
46.0,3.048
47.0,3.023615997093205
48.0,3.151632
49.0,3.148584
50.0,3.07543207266988
51.0,3.069336046508831
52.0,3.047999997093198
53.0,3.0693359854659907
54.0,3.048
55.0,2.5938479549445703
56.0,3.048
57.0,3.048
58.0,2.8986481104584727
59.0,3.557016
60.0,3.557016
