t,Position,v_Vel,v_Acc
0.000000,-125.858016,1.517904,0.073152
0.100000,-125.748288,1.524000,0.000000
0.200000,-125.638560,1.524000,0.015240
0.300000,-125.528527,1.530096,0.064008
0.400000,-125.418799,1.527048,-0.036576
0.500000,-125.306633,1.490472,-0.582168
0.600000,-125.195381,1.380744,-1.569720
0.700000,-125.108208,1.173480,-2.624328
0.800000,-125.038104,0.896112,-3.048000
0.900000,-124.984764,0.630936,-2.456688
1.000000,-124.955808,0.448056,-1.283208
1.100000,-124.929290,0.362712,-0.280416
1.200000,-124.900030,0.347472,0.088392
1.300000,-124.870769,0.353568,0.048768
1.400000,-124.841813,0.356616,0.000000
1.500000,-124.812552,0.356616,0.000000
1.600000,-124.783596,0.356616,0.000000
1.700000,-124.754335,0.356616,0.000000
1.800000,-124.725074,0.356616,0.000000
1.900000,-124.696118,0.356616,0.000000
2.000000,-124.666858,0.356616,0.000000
2.100000,-124.637597,0.356616,0.000000
2.200000,-124.608641,0.356616,0.000000
2.300000,-124.579380,0.356616,0.000000
2.400000,-124.550119,0.356616,0.000000
2.500000,-124.521163,0.356616,0.000000
2.600000,-124.491902,0.356616,0.000000
2.700000,-124.462946,0.356616,0.000000
2.800000,-124.433686,0.356616,0.000000
2.900000,-124.404425,0.356616,0.000000
3.000000,-124.375469,0.356616,0.000000
3.100000,-124.346208,0.356616,0.000000
3.200000,-124.316947,0.356616,0.000000
3.300000,-124.287991,0.356616,0.006096
3.400000,-124.258730,0.356616,0.006096
3.500000,-124.229470,0.356616,-0.027432
3.600000,-124.199904,0.350520,-0.109728
3.700000,-124.170643,0.332232,-0.207264
3.800000,-124.144735,0.310896,-0.252984
3.900000,-124.122485,0.289560,-0.204216
4.000000,-124.102978,0.274320,-0.106680
4.100000,-124.084385,0.268224,-0.027432
4.200000,-124.065182,0.265176,0.009144
4.300000,-124.045980,0.265176,0.009144
4.400000,-124.026778,0.268224,0.000000
4.500000,-124.007575,0.268224,0.000000
4.600000,-123.988373,0.265176,0.000000
4.700000,-123.969170,0.265176,0.000000
4.800000,-123.949968,0.265176,0.000000
4.900000,-123.930766,0.265176,0.000000
5.000000,-123.911563,0.265176,0.000000
5.100000,-123.892361,0.265176,0.000000
5.200000,-123.873158,0.268224,0.000000
5.300000,-123.853956,0.268224,0.000000
5.400000,-123.834754,0.268224,0.000000
5.500000,-123.815551,0.268224,0.000000
5.600000,-123.796349,0.268224,0.000000
5.700000,-123.776842,0.268224,0.000000
5.800000,-123.757639,0.268224,0.000000
5.900000,-123.738437,0.265176,0.000000
6.000000,-123.719234,0.265176,0.000000
6.100000,-123.700032,0.265176,0.000000
6.200000,-123.680830,0.265176,0.000000
6.300000,-123.661627,0.265176,0.000000
6.400000,-123.642425,0.268224,0.000000
6.500000,-123.623222,0.268224,0.000000
6.600000,-123.604020,0.265176,0.000000
6.700000,-123.584818,0.265176,0.000000
6.800000,-123.565615,0.265176,0.000000
6.900000,-123.546413,0.265176,0.000000
7.000000,-123.527210,0.265176,0.000000
7.100000,-123.508008,0.265176,0.000000
7.200000,-123.488806,0.268224,0.000000
7.300000,-123.469603,0.259080,-0.100584
7.400000,-123.450096,0.259080,0.042672
7.500000,-123.430894,0.332232,1.143000
7.600000,-123.419006,0.548640,3.017520
7.700000,-123.369324,0.926592,3.413760
7.800000,-123.285809,1.426464,3.413760
7.900000,-123.166937,1.929384,3.413760
8.000000,-123.014232,2.307336,3.017520
8.100000,-122.823732,2.523744,1.149096
8.200000,-122.640547,2.596896,0.048768
8.300000,-122.457362,2.596896,-0.100584
8.400000,-122.274178,2.590800,0.000000
8.500000,-122.090993,2.587752,-0.006096
8.600000,-121.907808,2.587752,0.000000
8.700000,-121.724623,2.587752,0.000000
8.800000,-121.541438,2.587752,0.000000
8.900000,-121.358254,2.587752,0.000000
9.000000,-121.175069,2.590800,0.000000
