t,Position,v_Vel,v_Acc
0.000000,-119.729402,0.365760,0.000000
0.100000,-119.703190,0.365760,0.000000
0.200000,-119.676672,0.365760,0.000000
0.300000,-119.650459,0.365760,0.000000
0.400000,-119.623942,0.365760,0.000000
0.500000,-119.597729,0.365760,0.000000
0.600000,-119.571211,0.365760,0.000000
0.700000,-119.544998,0.365760,0.000000
0.800000,-119.518481,0.365760,0.000000
0.900000,-119.492268,0.365760,0.000000
1.000000,-119.465750,0.365760,0.000000
1.100000,-119.439538,0.365760,0.000000
1.200000,-119.413020,0.365760,0.000000
1.300000,-119.386807,0.365760,0.000000
1.400000,-119.360290,0.365760,0.000000
1.500000,-119.334077,0.365760,0.000000
1.600000,-119.307864,0.365760,0.000000
1.700000,-119.281346,0.365760,0.000000
1.800000,-119.255134,0.365760,0.000000
1.900000,-119.228616,0.365760,0.000000
2.000000,-119.202403,0.365760,0.000000
2.100000,-119.175886,0.365760,0.000000
2.200000,-119.149673,0.365760,0.000000
2.300000,-119.123155,0.365760,0.000000
2.400000,-119.096942,0.365760,0.000000
2.500000,-119.070425,0.365760,0.000000
2.600000,-119.044212,0.365760,0.000000
2.700000,-119.017694,0.365760,0.000000
2.800000,-118.991482,0.362712,-0.027432
2.900000,-118.964964,0.359664,-0.051816
3.000000,-118.938751,0.365760,0.134112
3.100000,-118.914672,0.411480,0.673608
3.200000,-118.888459,0.512064,1.356360
3.300000,-118.847616,0.658368,1.688592
3.400000,-118.793666,0.804672,1.365504
3.500000,-118.724782,0.908304,0.682752
3.600000,-118.653763,0.950976,0.134112
3.700000,-118.584878,0.957072,-0.064008
3.800000,-118.516298,0.954024,-0.033528
3.900000,-118.447718,0.950976,0.000000
4.000000,-118.379138,0.950976,0.006096
4.100000,-118.310558,0.954024,0.000000
4.200000,-118.241674,0.950976,0.000000
4.300000,-118.173094,0.950976,0.000000
4.400000,-118.104514,0.950976,0.000000
4.500000,-118.035934,0.950976,0.000000
4.600000,-117.967354,0.950976,0.000000
4.700000,-117.898469,0.950976,0.000000
4.800000,-117.829889,0.950976,0.000000
4.900000,-117.761309,0.950976,0.000000
5.000000,-117.692729,0.950976,0.000000
5.100000,-117.624149,0.954024,0.000000
5.200000,-117.555264,0.950976,0.000000
5.300000,-117.486684,0.950976,0.000000
5.400000,-117.418104,0.954024,0.000000
5.500000,-117.349524,0.950976,0.000000
5.600000,-117.280639,0.950976,0.000000
5.700000,-117.212059,0.950976,0.000000
5.800000,-117.143479,0.950976,0.000000
