t,Position,v_Vel,v_Acc
0.000000,-122.326298,14.191488,3.413760
0.100000,-121.222922,14.734032,3.413760
0.200000,-120.077789,15.294864,3.413760
0.300000,-118.893336,15.745968,3.413760
0.400000,-117.673526,16.032480,1.844040
0.500000,-116.435734,16.136112,0.094488
0.600000,-115.198550,16.087344,-1.115568
0.700000,-113.970816,15.931896,-1.990344
0.800000,-112.764722,15.715488,-2.474976
0.900000,-111.572954,15.486888,-2.234184
1.000000,-110.402522,15.319248,-1.228344
1.100000,-109.241234,15.273528,0.277368
1.200000,-108.074460,15.364968,1.594104
1.300000,-106.913172,15.523464,1.892808
1.400000,-105.752494,15.642336,0.734568
1.500000,-104.585719,15.627096,-1.069848
1.600000,-103.419554,15.492984,-1.938528
1.700000,-102.259790,15.337536,-1.399032
1.800000,-101.114352,15.246096,-0.365760
1.900000,-99.976229,15.224760,0.143256
2.000000,-98.834143,15.236952,0.079248
2.100000,-97.692362,15.240000,-0.012192
2.200000,-96.550582,15.240000,0.000000
2.300000,-95.408801,15.240000,0.000000
2.400000,-94.267020,15.230856,-0.118872
2.500000,-93.124934,15.215616,-0.231648
2.600000,-91.983154,15.200376,-0.118872
2.700000,-90.841373,15.200376,0.106680
2.800000,-89.699592,15.212568,0.234696
2.900000,-88.557811,15.230856,0.128016
3.000000,-87.415726,15.240000,0.000000
3.100000,-86.273945,15.240000,0.000000
3.200000,-85.132164,15.240000,0.000000
3.300000,-83.990383,15.240000,0.000000
3.400000,-82.848602,15.243048,0.048768
3.500000,-81.706517,15.249144,0.094488
3.600000,-80.564736,15.236952,-0.225552
3.700000,-79.421126,15.163800,-1.118616
3.800000,-78.279346,14.996160,-2.249424
3.900000,-77.146099,14.752320,-2.843784
4.000000,-76.025350,14.502384,-2.346960
4.100000,-74.915573,14.343888,-0.914400
4.200000,-73.810368,14.346936,0.911352
4.300000,-72.700591,14.505432,2.404872
4.400000,-71.578013,14.758416,2.889504
4.500000,-70.440804,15.005304,2.240280
4.600000,-69.293232,15.169896,1.060704
4.700000,-68.143526,15.240000,0.185928
4.800000,-66.995954,15.249144,-0.091440
4.900000,-65.848382,15.243048,-0.042672
5.000000,-64.700810,15.240000,0.006096
5.100000,-63.553238,15.240000,0.000000
5.200000,-62.405666,15.246096,0.073152
5.300000,-61.258094,15.249144,0.015240
5.400000,-60.110522,15.218664,-0.490728
5.500000,-58.956245,15.124176,-1.319784
5.600000,-57.822694,14.959584,-2.109216
5.700000,-56.703468,14.730984,-2.508504
5.800000,-55.601921,14.478000,-2.569464
5.900000,-54.522929,14.225016,-2.514600
6.000000,-53.461615,13.996416,-2.118360
6.100000,-52.414932,13.828776,-1.325880
6.200000,-51.388670,13.737336,-0.487680
6.300000,-50.356008,13.706856,0.024384
6.400000,-49.323041,13.709904,0.079248
6.500000,-48.290378,13.716000,0.000000
6.600000,-47.257411,13.716000,0.000000
6.700000,-46.224749,13.716000,0.000000
6.800000,-45.191782,13.719048,0.082296
6.900000,-44.159119,13.725144,0.030480
7.000000,-43.126152,13.694664,-0.512064
7.100000,-42.086479,13.597128,-1.371600
7.200000,-41.067533,13.456920,-1.667256
7.300000,-40.062302,13.347192,-0.765048
7.400000,-39.075055,13.322808,0.384048
7.500000,-38.070130,13.344144,0.408432
7.600000,-37.050574,13.319760,-0.783336
7.700000,-36.046867,13.188696,-2.020824
7.800000,-35.060230,12.972288,-2.478024
7.900000,-34.095842,12.722352,-2.484120
8.000000,-33.149438,12.493752,-2.167128
8.100000,-32.217360,12.320016,-1.441704
8.200000,-31.306008,12.216384,-0.557784
8.300000,-30.387950,12.182856,0.018288
8.400000,-29.469893,12.185904,0.079248
8.500000,-28.551835,12.192000,0.000000
8.600000,-27.633778,12.192000,0.000000
8.700000,-26.715720,12.192000,0.000000
8.800000,-25.797662,12.192000,0.000000
8.900000,-24.879605,12.192000,0.000000
9.000000,-23.961547,12.185904,-0.073152
9.100000,-23.043490,12.182856,-0.018288
9.200000,-22.125432,12.222480,0.621792
9.300000,-21.213775,12.356592,1.926336
9.400000,-20.277125,12.615672,3.346704
9.500000,-19.313957,12.969240,3.413760
9.600000,-18.324271,13.322808,3.307080
9.700000,-17.303496,13.584936,2.002536
9.800000,-16.256203,13.737336,0.886968
9.900000,-15.193366,13.801344,0.338328
10.000000,-14.111021,13.822680,0.103632
10.100000,-13.022580,13.822680,-0.106680
10.200000,-11.940845,13.807440,-0.262128
10.300000,-10.878312,13.780008,-0.301752
10.400000,-9.826752,13.752576,-0.259080
10.500000,-8.794699,13.731240,-0.179832
10.600000,-7.765999,13.719048,-0.067056
10.700000,-6.734251,13.719048,0.085344
10.800000,-5.702503,13.722096,0.033528
10.900000,-4.670755,13.685520,-0.621792
11.000000,-3.632302,13.554456,-1.905000
11.100000,-2.619451,13.295376,-3.319272
11.200000,-1.632509,12.941808,-3.413760
11.300000,-0.670560,12.588240,-3.322320
11.400000,0.265176,12.335256,-1.859280
11.500000,1.175614,12.210288,-0.505968
11.600000,2.092757,12.179808,0.091440
11.700000,3.009900,12.185904,0.076200
11.800000,3.927043,12.192000,0.000000
11.900000,4.844186,12.192000,0.000000
12.000000,5.761025,12.192000,0.000000
12.100000,6.678168,12.192000,0.000000
12.200000,7.595311,12.192000,0.000000
12.300000,8.512454,12.192000,0.000000
12.400000,9.429598,12.192000,0.000000
12.500000,10.346741,12.192000,0.000000
12.600000,11.263579,12.192000,0.000000
12.700000,12.180722,12.192000,0.000000
12.800000,13.097866,12.192000,0.000000
12.900000,14.015009,12.192000,0.000000
13.000000,14.932152,12.192000,0.000000
13.100000,15.849295,12.192000,0.000000
13.200000,16.766134,12.192000,0.000000
13.300000,17.683277,12.192000,0.000000
13.400000,18.600420,12.192000,0.000000
13.500000,19.517563,12.192000,0.000000
13.600000,20.434706,12.192000,0.000000
13.700000,21.351850,12.192000,0.000000
13.800000,22.268688,12.195048,0.076200
13.900000,23.185831,12.201144,0.024384
14.000000,24.102974,12.164568,-0.588264
14.100000,25.026823,12.042648,-1.758696
14.200000,25.925069,11.826240,-2.688336
14.300000,26.798016,11.579352,-2.563368
14.400000,27.647494,11.362944,-1.749552
14.500000,28.470149,11.207496,-1.173480
14.600000,29.271468,11.100816,-0.966216
14.700000,30.071568,11.039856,-0.411480
14.800000,30.887518,11.039856,0.362712
14.900000,31.717793,11.052048,0.243840
15.000000,32.565746,11.021568,-0.743712
15.100000,33.395717,10.945368,-1.130808
15.200000,34.205266,10.902696,-0.045720
15.300000,35.014814,10.972800,1.597152
15.400000,35.845699,11.167872,2.538984
15.500000,36.694262,11.426952,2.651760
15.600000,37.565381,11.682984,2.514600
15.700000,38.454178,11.911584,2.106168
15.800000,39.357300,12.076176,1.310640
15.900000,40.281149,12.170664,0.487680
16.000000,41.197987,12.201144,-0.018288
16.100000,42.115130,12.198096,-0.073152
16.200000,43.032274,12.192000,0.000000
16.300000,43.949417,12.192000,0.000000
16.400000,44.866560,12.192000,0.000000
16.500000,45.783703,12.192000,0.000000
16.600000,46.700542,12.192000,0.000000
16.700000,47.617685,12.192000,0.000000
16.800000,48.534828,12.192000,0.000000
16.900000,49.451971,12.192000,0.000000
17.000000,50.369114,12.192000,0.000000
17.100000,51.286258,12.192000,0.000000
17.200000,52.203096,12.192000,-0.012192
17.300000,53.120239,12.179808,-0.164592
17.400000,54.037382,12.164568,-0.198120
17.500000,54.954830,12.170664,0.204216
17.600000,55.871974,12.222480,0.807720
17.700000,56.787593,12.310872,1.121664
17.800000,57.701993,12.405360,0.835152
17.900000,58.614564,12.466320,0.356616
18.000000,59.525306,12.490704,0.091440
18.100000,60.435439,12.490704,-0.091440
18.200000,61.345877,12.466320,-0.347472
18.300000,62.258448,12.417552,-0.621792
18.400000,63.174067,12.347448,-0.807720
18.500000,64.092430,12.249912,-1.130808
18.600000,65.017802,12.103608,-1.716024
18.700000,65.931593,11.908536,-2.261616
18.800000,66.826790,11.698224,-2.097024
18.900000,67.708577,11.548872,-1.063752
19.000000,68.569637,11.490960,0.015240
