t,Position,v_Vel,v_Acc
0.000000,-68.453813,4.675632,0.000000
0.100000,-68.109998,4.675632,0.000000
0.200000,-67.765879,4.675632,0.000000
0.300000,-67.422065,4.675632,0.000000
0.400000,-67.078250,4.675632,0.000000
0.500000,-66.734436,4.675632,0.000000
0.600000,-66.390622,4.675632,0.000000
0.700000,-66.046807,4.675632,0.000000
0.800000,-65.702993,4.675632,0.000000
0.900000,-65.358874,4.675632,0.000000
1.000000,-65.015059,4.675632,0.000000
1.100000,-64.671245,4.657344,-0.286512
1.200000,-64.327430,4.620768,-0.426720
1.300000,-63.983616,4.590288,-0.350520
1.400000,-63.639802,4.504944,-1.072896
1.500000,-63.289586,4.294632,-2.828544
1.600000,-62.980519,3.916680,-3.413760
1.700000,-62.710162,3.386328,-3.413760
1.800000,-62.480342,2.837688,-3.413760
1.900000,-62.289233,2.420112,-3.358896
2.000000,-62.139271,2.179320,-1.328928
2.100000,-61.982909,2.093976,-0.097536
2.200000,-61.826546,2.090928,0.097536
2.300000,-61.670184,2.097024,0.000000
2.400000,-61.514126,2.097024,0.000000
2.500000,-61.357764,2.097024,0.000000
2.600000,-61.201402,2.097024,0.000000
2.700000,-61.045039,2.097024,0.000000
2.800000,-60.888677,2.097024,0.000000
2.900000,-60.732619,2.097024,0.000000
3.000000,-60.576257,2.097024,0.000000
3.100000,-60.419894,2.097024,0.000000
3.200000,-60.263532,2.097024,0.000000
3.300000,-60.107170,2.097024,0.000000
3.400000,-59.951112,2.097024,0.000000
3.500000,-59.794750,2.097024,0.000000
3.600000,-59.638387,2.097024,0.000000
3.700000,-59.482025,2.097024,0.000000
3.800000,-59.325662,2.097024,0.000000
3.900000,-59.169605,2.097024,0.000000
4.000000,-59.013242,2.097024,0.000000
4.100000,-58.856880,2.097024,0.000000
4.200000,-58.700518,2.097024,0.000000
4.300000,-58.544155,2.097024,0.000000
4.400000,-58.388098,2.097024,0.000000
4.500000,-58.231735,2.097024,0.000000
4.600000,-58.075373,2.097024,0.000000
4.700000,-57.919010,2.097024,0.000000
4.800000,-57.762648,2.097024,0.000000
4.900000,-57.606590,2.097024,0.000000
5.000000,-57.450228,2.097024,0.000000
5.100000,-57.293866,2.097024,0.000000
5.200000,-57.137503,2.100072,0.036576
5.300000,-56.981446,2.103120,0.073152
5.400000,-56.825083,2.093976,-0.173736
5.500000,-56.665978,2.039112,-0.835152
5.600000,-56.509615,1.917192,-1.645920
5.700000,-56.370931,1.740408,-2.036064
5.800000,-56.243830,1.563624,-1.645920
5.900000,-56.134406,1.441704,-0.835152
6.000000,-56.027726,1.383792,-0.176784
6.100000,-55.918303,1.374648,0.070104
6.200000,-55.808880,1.380744,0.036576
6.300000,-55.699457,1.383792,0.000000
6.400000,-55.590034,1.383792,0.000000
6.500000,-55.480610,1.383792,0.000000
6.600000,-55.371187,1.383792,0.000000
