t,Position,v_Vel,v_Acc
0.000000,-114.551765,15.194280,-0.524256
0.100000,-113.444122,15.182088,0.216408
0.200000,-112.329163,15.218664,0.694944
0.300000,-111.203537,15.264384,0.368808
0.400000,-110.063280,15.279624,-0.164592
0.500000,-108.911746,15.261336,-0.289560
0.600000,-107.757773,15.243048,-0.100584
0.700000,-106.606238,15.236952,0.018288
0.800000,-105.454704,15.236952,0.000000
0.900000,-104.303170,15.236952,0.000000
1.000000,-103.151635,15.233904,-0.079248
1.100000,-102.000101,15.212568,-0.265176
1.200000,-100.848566,15.188184,-0.286512
1.300000,-99.697032,15.179040,-0.024384
1.400000,-98.545193,15.188184,0.262128
1.500000,-97.393658,15.209520,0.301752
1.600000,-96.242124,15.233904,0.112776
1.700000,-95.090590,15.240000,0.000000
1.800000,-93.939055,15.240000,0.000000
1.900000,-92.787521,15.240000,0.000000
2.000000,-91.635986,15.240000,0.006096
2.100000,-90.484452,15.240000,0.006096
2.200000,-89.332613,15.240000,0.000000
2.300000,-88.181078,15.240000,0.000000
2.400000,-87.029544,15.240000,-0.009144
2.500000,-85.878010,15.240000,0.000000
2.600000,-84.726475,15.240000,0.000000
2.700000,-83.574941,15.240000,0.000000
2.800000,-82.423406,15.240000,0.000000
2.900000,-81.271872,15.240000,0.000000
3.000000,-80.120338,15.240000,0.000000
3.100000,-78.968498,15.240000,0.000000
3.200000,-77.816964,15.240000,-0.006096
3.300000,-76.665430,15.240000,0.000000
3.400000,-75.513895,15.240000,0.000000
3.500000,-74.362361,15.240000,0.000000
3.600000,-73.210826,15.240000,0.000000
3.700000,-72.059292,15.240000,0.000000
3.800000,-70.907758,15.240000,0.000000
3.900000,-69.755918,15.236952,-0.064008
4.000000,-68.604384,15.233904,-0.009144
4.100000,-67.452850,15.267432,0.533400
4.200000,-66.307106,15.377160,1.578864
4.300000,-65.140942,15.584424,2.645664
4.400000,-63.950088,15.858744,3.005328
4.500000,-62.737898,16.120872,2.414016
4.600000,-61.500715,16.300704,1.237488
4.700000,-60.243415,16.358616,-0.118872
4.800000,-58.987334,16.279368,-1.444752
4.900000,-57.746189,16.087344,-2.468880
5.000000,-56.528818,15.858744,-2.389632
5.100000,-55.327601,15.706344,-0.938784
5.200000,-54.155950,15.675864,0.524256
5.300000,-52.977898,15.697200,0.377952
5.400000,-51.781558,15.651480,-1.194816
5.500000,-50.600458,15.480792,-2.487168
5.600000,-49.438865,15.233904,-2.642616
5.700000,-48.301351,15.005304,-1.969008
5.800000,-47.183954,14.874240,-0.737616
5.900000,-46.087589,14.877288,0.731520
6.000000,-44.972935,14.983968,1.633728
6.100000,-43.844870,15.121128,1.359408
6.200000,-42.696384,15.215616,0.509016
6.300000,-41.554603,15.246096,-0.018288
6.400000,-40.412822,15.246096,-0.070104
6.500000,-39.271042,15.233904,-0.100584
6.600000,-38.128956,15.218664,-0.192024
6.700000,-36.987175,15.209520,-0.091440
6.800000,-35.845394,15.209520,0.091440
6.900000,-34.703614,15.218664,0.192024
7.000000,-33.561833,15.233904,0.097536
7.100000,-32.419747,15.240000,0.000000
7.200000,-31.277966,15.240000,0.000000
7.300000,-30.136186,15.240000,0.000000
7.400000,-28.994405,15.240000,0.006096
7.500000,-27.852624,15.240000,0.024384
7.600000,-26.710538,15.243048,0.033528
7.700000,-25.568758,15.243048,-0.030480
7.800000,-24.427891,15.197328,-0.710184
7.900000,-23.286110,15.038832,-2.252472
8.000000,-22.129394,14.755368,-3.413760
8.100000,-21.003463,14.441424,-3.200400
8.200000,-19.893686,14.258544,-0.755904
8.300000,-18.806465,14.337792,2.435352
8.400000,-17.724120,14.651736,3.413760
8.500000,-16.625011,15.017496,3.413760
8.600000,-15.499994,15.282672,1.743456
8.700000,-14.380464,15.395448,0.185928
8.800000,-13.261543,15.401544,-0.204216
8.900000,-12.142622,15.389352,-0.018288
9.000000,-11.023702,15.395448,0.112776
9.100000,-9.907829,15.422880,0.381000
9.200000,-8.787689,15.471648,0.664464
9.300000,-7.648042,15.544800,0.801624
9.400000,-6.496812,15.614904,0.670560
9.500000,-5.325770,15.666720,0.387096
9.600000,-4.150766,15.694152,0.112776
9.700000,-2.978810,15.700248,-0.024384
9.800000,-1.806854,15.700248,0.012192
9.900000,-0.634898,15.703296,0.054864
10.000000,0.537058,15.694152,-0.152400
10.100000,1.712671,15.648432,-0.694944
10.200000,2.882798,15.550896,-1.301496
10.300000,4.036466,15.419832,-1.450848
10.400000,5.176723,15.304008,-0.963168
10.500000,6.313018,15.240000,-0.289560
10.600000,7.457237,15.224760,0.085344
10.700000,8.606942,15.233904,0.106680
10.800000,9.754514,15.240000,0.015240
10.900000,10.902086,15.240000,-0.009144
11.000000,12.049658,15.240000,0.000000
11.100000,13.197230,15.246096,0.076200
11.200000,14.344802,15.249144,0.024384
11.300000,15.492374,15.209520,-0.621792
11.400000,16.646652,15.078456,-1.911096
11.500000,17.775631,14.822424,-3.261360
11.600000,18.878093,14.481048,-3.413760
11.700000,19.955866,14.145768,-3.130296
11.800000,21.007730,13.904976,-1.767840
11.900000,22.033687,13.776960,-0.664464
12.000000,23.066654,13.691616,-0.731520
12.100000,24.106327,13.551408,-1.898904
12.200000,25.120092,13.298424,-3.261360
12.300000,26.107949,12.954000,-3.413760
12.400000,27.071117,12.609576,-3.261360
12.500000,28.007767,12.353544,-1.911096
12.600000,28.919119,12.222480,-0.621792
12.700000,29.837177,12.182856,0.024384
12.800000,30.755234,12.185904,0.076200
12.900000,31.673292,12.192000,0.000000
13.000000,32.591654,12.198096,0.076200
13.100000,33.509712,12.201144,0.021336
13.200000,34.427770,12.161520,-0.609600
13.300000,35.352533,12.036552,-1.795272
13.400000,36.251693,11.798808,-3.078480
13.500000,37.127688,11.484864,-3.413760
13.600000,37.988138,11.216640,-2.267712
13.700000,38.811708,11.079480,-0.499872
13.800000,39.660881,11.070336,0.685800
13.900000,40.526818,11.134344,0.734568
14.000000,41.402203,11.186160,0.231648
14.100000,42.274236,11.186160,-0.234696
14.200000,43.149926,11.137392,-0.688848
14.300000,44.015254,11.049000,-1.112520
14.400000,44.859550,10.930128,-1.313688
14.500000,45.688910,10.811256,-1.118616
14.600000,46.496935,10.725912,-0.670560
14.700000,47.295206,10.677144,-0.219456
14.800000,48.097745,10.664952,0.018288
14.900000,48.900283,10.668000,0.024384
15.000000,49.702822,10.668000,0.000000
15.100000,50.505055,10.668000,0.000000
15.200000,51.307594,10.668000,0.000000
15.300000,52.110132,10.668000,0.000000
15.400000,52.912366,10.664952,-0.067056
15.500000,53.714904,10.652760,-0.134112
15.600000,54.517442,10.646664,-0.070104
15.700000,55.319981,10.646664,0.064008
15.800000,56.122214,10.652760,0.137160
15.900000,56.924753,10.664952,0.070104
16.000000,57.727291,10.671048,0.064008
16.100000,58.529830,10.677144,0.067056
16.200000,59.332063,10.649712,-0.463296
16.300000,60.139174,10.536936,-1.670304
16.400000,60.932873,10.308336,-2.999232
16.500000,61.701883,9.988296,-3.413760
16.600000,62.451082,9.671304,-2.987040
16.700000,63.178639,9.439656,-1.697736
16.800000,63.883642,9.320784,-0.542544
16.900000,64.591997,9.287256,0.024384
17.000000,65.301266,9.293352,0.067056
17.100000,66.010536,9.293352,-0.067056
17.200000,66.719806,9.287256,-0.048768
17.300000,67.429380,9.317736,0.502920
17.400000,68.133163,9.433560,1.685544
17.500000,68.854930,9.662160,2.993136
17.600000,69.600775,9.982200,3.413760
17.700000,70.366738,10.302240,2.993136
17.800000,71.156779,10.530840,1.688592
17.900000,71.964499,10.646664,0.505968
18.000000,72.767038,10.677144,-0.051816
18.100000,73.569576,10.674096,-0.064008
18.200000,74.371810,10.668000,0.009144
18.300000,75.174348,10.664952,-0.054864
18.400000,75.979020,10.652760,-0.179832
18.500000,76.779425,10.634472,-0.234696
18.600000,77.570686,10.619232,-0.112776
18.700000,78.358594,10.619232,0.112776
18.800000,79.150159,10.628376,0.155448
18.900000,79.950564,10.652760,0.265176
19.000000,80.754931,10.710672,0.777240
19.100000,81.550764,10.817352,1.377696
19.200000,82.367323,10.948416,1.481328
19.300000,83.196989,11.076432,1.066800
19.400000,84.038237,11.183112,0.899160
19.500000,84.875218,11.295888,1.274064
19.600000,85.731706,11.430000,1.542288
19.700000,86.594899,11.564112,1.280160
19.800000,87.477295,11.682984,1.011936
19.900000,88.355729,11.804904,1.267968
