t,Position,v_Vel,v_Acc
0.000000,-54.528415,8.778240,-0.758952
0.100000,-53.883154,8.750808,0.359664
0.200000,-53.220518,8.769096,0.362712
0.300000,-52.542338,8.769096,-0.359664
0.400000,-51.879703,8.750808,-0.362712
0.500000,-51.234442,8.778240,0.752856
0.600000,-50.570892,8.884920,1.658112
0.700000,-49.894236,9.028176,1.444752
0.800000,-49.196549,9.128760,0.539496
0.900000,-48.505567,9.122664,-0.649224
1.000000,-47.807880,8.985504,-1.990344
1.100000,-47.135796,8.726424,-3.258312
1.200000,-46.489925,8.382000,-3.413760
1.300000,-45.869047,8.037576,-3.261360
1.400000,-45.274382,7.781544,-1.914144
1.500000,-44.705321,7.650480,-0.630936
1.600000,-44.129554,7.610856,0.024384
1.700000,-43.553786,7.613904,0.082296
1.800000,-42.978019,7.620000,0.000000
1.900000,-42.402252,7.620000,0.000000
2.000000,-41.826485,7.626096,0.079248
2.100000,-41.250718,7.629144,0.024384
2.200000,-40.674950,7.595616,-0.515112
2.300000,-40.092173,7.504176,-1.295400
2.400000,-39.530426,7.373112,-1.594104
2.500000,-38.982091,7.232904,-1.267968
2.600000,-38.445338,7.104888,-1.130808
2.700000,-37.904318,6.949440,-1.795272
2.800000,-37.387682,6.763512,-2.167128
2.900000,-36.882019,6.632448,-0.883920
3.000000,-36.406836,6.669024,1.554480
3.100000,-35.895991,6.903720,3.413760
3.200000,-35.363506,7.254240,3.413760
3.300000,-34.800845,7.589520,3.005328
3.400000,-34.212581,7.848600,2.139696
3.500000,-33.608467,8.022336,1.319784
3.600000,-32.988199,8.113776,0.524256
3.700000,-32.365188,8.135112,-0.146304
3.800000,-31.745225,8.113776,-0.411480
3.900000,-31.125262,8.086344,-0.201168
4.000000,-30.504994,8.086344,0.201168
4.100000,-29.885030,8.113776,0.414528
4.200000,-29.264762,8.135112,0.164592
4.300000,-28.642361,8.113776,-0.527304
4.400000,-28.022093,8.025384,-1.277112
4.500000,-27.413407,7.888224,-1.584960
4.600000,-26.819352,7.748016,-1.359408
4.700000,-26.236574,7.647432,-0.691896
4.800000,-25.656235,7.641336,0.472440
4.900000,-25.076810,7.751064,1.716024
5.000000,-24.493423,7.921752,2.036064
5.100000,-23.892053,8.046720,0.780288
5.200000,-23.272699,8.031480,-1.164336
5.300000,-22.661880,7.891272,-2.020824
5.400000,-22.068130,7.729728,-1.411224
5.500000,-21.492972,7.632192,-0.396240
5.600000,-20.925739,7.610856,0.088392
5.700000,-20.354849,7.616952,0.060960
