t,Velocity
0.0,10.948416000000002
1.0,10.668
2.0,10.668
3.0,10.668
4.0,10.664952
5.0,10.68324
6.0,12.170664
7.0,12.707112
8.0,12.341352
9.0,13.423392
10.0,12.188952
11.0,12.600432
12.0,13.179552
13.0,13.621512
14.0,13.874496000000002
15.0,14.267688
16.0,13.719048
17.0,14.00556
18.0,15.224760000000002
19.0,15.553944
20.0,15.236952
21.0,15.922751904075758
22.0,15.169895883728191
23.0,14.932152000000002
24.0,15.054072142432965
25.0,13.328904055229108
26.0,13.106400264518363
27.0,11.48486422382323
28.0,11.917680002906796
29.0,11.058144040695133
30.0,11.426952005813591
31.0,12.792456008720386
32.0,12.164568002906794
33.0,13.691615875007807
34.0,12.761976186034893
35.0,13.871447895355372
36.0,13.740383968025254
37.0,14.749272052322313
38.0,15.124175651184576
39.0,14.191487863380626
40.0,15.947135750015613
41.0,15.246095997093205
42.0,14.587728031974747
43.0,15.526512002906795
44.0,15.566136050868913
45.0,15.233903886634996
46.0,15.23999997093205
47.0,15.240000002906795
48.0,13.606271989826219
49.0,13.584936
50.0,11.887200001453397
51.0,11.640312094470836
52.0,11.24711995349128
53.0,11.317224036334936
54.0,12.432792109004811
55.0,12.45107993023693
56.0,12.71016012935236
57.0,13.31975998982622
58.0,13.725143998546603
59.0,13.716
60.0,14.346936
