t,Position,v_Vel,v_Acc
0.000000,-53.045563,3.319272,-2.167128
0.100000,-52.829460,3.148584,-1.301496
0.200000,-52.630730,3.060192,-0.454152
0.300000,-52.425905,3.026664,-0.042672
0.400000,-52.221079,3.026664,0.024384
0.500000,-52.016254,3.066288,0.582168
0.600000,-51.817524,3.197352,1.892808
0.700000,-51.597154,3.456432,3.377184
0.800000,-51.352094,3.813048,3.413760
0.900000,-51.085090,4.133088,2.798064
1.000000,-50.786995,4.288536,0.505968
1.100000,-50.484634,4.276344,-1.139952
1.200000,-50.203303,4.200144,-0.822960
1.300000,-49.936603,4.200144,0.792480
1.400000,-49.653749,4.319016,1.856232
1.500000,-49.354740,4.486656,1.703832
1.600000,-49.037138,4.623816,0.999744
1.700000,-48.704602,4.696968,0.435864
1.800000,-48.361397,4.730496,0.164592
1.900000,-48.016363,4.739640,0.036576
2.000000,-47.673158,4.742688,-0.018288
2.100000,-47.329954,4.739640,-0.009144
2.200000,-46.987054,4.742688,0.048768
2.300000,-46.643849,4.745736,0.042672
2.400000,-46.300644,4.730496,-0.295656
2.500000,-45.960487,4.669536,-0.880872
2.600000,-45.614539,4.575048,-1.133856
2.700000,-45.257618,4.501896,-0.539496
2.800000,-44.895821,4.501896,0.548640
2.900000,-44.538900,4.575048,1.133856
3.000000,-44.192952,4.669536,0.883920
3.100000,-43.852795,4.736592,0.377952
3.200000,-43.509590,4.751832,-0.082296
3.300000,-43.165776,4.703064,-0.765048
3.400000,-42.817085,4.578096,-1.728216
3.500000,-42.494911,4.395216,-2.139696
3.600000,-42.183101,4.245864,-1.167384
3.700000,-41.897198,4.215384,0.576072
3.800000,-41.595142,4.312920,1.639824
3.900000,-41.278454,4.450080,1.386840
4.000000,-40.942565,4.547616,0.518160
4.100000,-40.613076,4.581144,-0.027432
4.200000,-40.283587,4.578096,-0.076200
4.300000,-39.954098,4.572000,0.000000
4.400000,-39.624610,4.572000,0.000000
4.500000,-39.295121,4.565904,-0.076200
4.600000,-38.965632,4.562856,-0.030480
4.700000,-38.636143,4.593336,0.505968
4.800000,-38.313055,4.690872,1.374648
4.900000,-37.970765,4.831080,1.670304
5.000000,-37.614454,4.940808,0.765048
5.100000,-37.241683,4.962144,-0.402336
5.200000,-36.885067,4.940808,-0.399288
5.300000,-36.543386,4.965192,0.765048
5.400000,-36.186466,5.074920,1.679448
5.500000,-35.814000,5.218176,1.423416
5.600000,-35.424161,5.312664,0.451104
5.700000,-35.036455,5.315712,-0.457200
5.800000,-34.651798,5.254752,-0.859536
5.900000,-34.283904,5.181600,-0.707136
6.000000,-33.927288,5.145024,-0.088392
6.100000,-33.567929,5.163312,0.505968
6.200000,-33.196987,5.209032,0.576072
6.300000,-32.812330,5.227320,-0.094488
6.400000,-32.432854,5.193792,-0.694944
6.500000,-32.053378,5.154168,-0.384048
6.600000,-31.674206,5.157216,0.432816
6.700000,-31.294730,5.199888,0.734568
6.800000,-30.915254,5.209032,-0.338328
6.900000,-30.528463,5.093208,-1.996440
7.000000,-30.167275,4.855464,-2.974848
7.100000,-29.822242,4.593336,-2.563368
7.200000,-29.495191,4.428744,-0.868680
7.300000,-29.187953,4.410456,0.640080
7.400000,-28.865474,4.474464,1.008888
7.500000,-28.531718,4.547616,0.484632
7.600000,-28.202230,4.578096,-0.021336
7.700000,-27.872741,4.575048,-0.067056
7.800000,-27.543252,4.572000,0.000000
7.900000,-27.213763,4.572000,0.000000
8.000000,-26.884274,4.572000,0.000000
8.100000,-26.554786,4.572000,0.009144
8.200000,-26.225297,4.572000,-0.015240
8.300000,-25.895808,4.565904,-0.088392
8.400000,-25.564186,4.562856,0.018288
8.500000,-25.240793,4.590288,0.402336
8.600000,-24.920448,4.648200,0.835152
8.700000,-24.572062,4.742688,1.091184
8.800000,-24.208740,4.846320,1.008888
8.900000,-23.825302,4.928616,0.694944
9.000000,-23.421442,4.977384,0.323088
9.100000,-23.023373,4.998720,0.030480
9.200000,-22.625609,5.001768,-0.033528
9.300000,-22.227845,5.004816,0.088392
9.400000,-21.829776,5.004816,-0.018288
9.500000,-21.432012,4.959096,-0.725424
9.600000,-21.026018,4.837176,-1.697736
9.700000,-20.651114,4.648200,-2.301240
9.800000,-20.295108,4.462272,-1.636776
9.900000,-19.955256,4.404360,0.295656
10.000000,-19.650761,4.523232,2.154936
10.100000,-19.313042,4.736592,2.618232
10.200000,-18.959779,4.910328,1.146048
10.300000,-18.587009,4.934712,-0.798576
10.400000,-18.230698,4.852416,-1.249680
10.500000,-17.894808,4.800600,-0.057912
10.600000,-17.558918,4.873752,1.642872
10.700000,-17.202302,5.077968,2.624328
10.800000,-16.828618,5.309616,2.240280
10.900000,-16.433902,5.443728,0.694944
11.000000,-16.021202,5.410200,-1.365504
11.100000,-15.637764,5.245608,-2.350008
11.200000,-15.265298,5.099304,-1.021080
11.300000,-14.923008,5.129784,1.551432
11.400000,-14.545970,5.358384,3.413760
11.500000,-14.149730,5.684520,3.407664
11.600000,-13.727582,5.943600,1.932432
11.700000,-13.281965,6.044184,0.091440
11.800000,-12.836042,5.986272,-1.408176
11.900000,-12.409627,5.836920,-1.786128
12.000000,-11.997233,5.721096,-0.798576
12.100000,-11.601298,5.721096,0.798576
12.200000,-11.188903,5.833872,1.706880
12.300000,-10.762183,5.977128,1.374648
12.400000,-10.316566,6.071616,0.509016
12.500000,-9.877044,6.102096,-0.027432
12.600000,-9.437827,6.099048,-0.076200
12.700000,-8.998610,6.096000,0.000000
12.800000,-8.559089,6.096000,0.000000
12.900000,-8.119872,6.096000,0.000000
13.000000,-7.680655,6.092952,0.000000
13.100000,-7.241134,6.092952,0.000000
13.200000,-6.801917,6.096000,0.000000
13.300000,-6.362395,6.096000,0.000000
13.400000,-5.923178,6.092952,0.000000
13.500000,-5.483962,6.096000,0.000000
13.600000,-5.044440,6.096000,0.000000
13.700000,-4.605223,6.096000,0.000000
13.800000,-4.166006,6.096000,0.000000
13.900000,-3.726485,6.096000,0.000000
14.000000,-3.287268,6.092952,0.000000
14.100000,-2.848051,6.096000,0.000000
14.200000,-2.408530,6.096000,0.000000
14.300000,-1.969313,6.089904,-0.079248
14.400000,-1.530096,6.068568,-0.298704
14.500000,-1.090574,6.059424,-0.030480
14.600000,-0.657758,6.123432,1.097280
14.700000,-0.205740,6.294120,2.414016
14.800000,0.260909,6.525768,2.587752
14.900000,0.743102,6.699504,1.133856
15.000000,1.249375,6.742176,-0.475488
15.100000,1.731874,6.687312,-0.929640
15.200000,2.204314,6.644640,-0.057912
15.300000,2.676754,6.705600,1.304544
15.400000,3.160471,6.876288,2.197608
15.500000,3.665525,7.104888,2.511552
15.600000,4.187647,7.333488,2.142744
15.700000,4.723790,7.504176,1.313688
15.800000,5.279441,7.595616,0.481584
15.900000,5.828690,7.623048,-0.027432
16.000000,6.377940,7.620000,-0.082296
16.100000,6.926885,7.613904,0.000000
16.200000,7.476134,7.613904,0.000000
16.300000,8.025384,7.613904,0.000000
16.400000,8.574634,7.613904,0.000000
16.500000,9.123578,7.613904,0.000000
16.600000,9.672828,7.613904,0.000000
16.700000,10.222078,7.613904,0.000000
16.800000,10.771022,7.613904,0.000000
16.900000,11.320272,7.610856,-0.045720
17.000000,11.869522,7.607808,-0.051816
17.100000,12.418466,7.626096,0.320040
17.200000,12.963449,7.705344,1.173480
17.300000,13.518794,7.872984,2.191512
17.400000,14.095171,8.104632,2.636520
17.500000,14.687093,8.321040,1.892808
17.600000,15.298826,8.430768,0.405384
17.700000,15.923362,8.427720,-0.670560
17.800000,16.549116,8.382000,-0.560832
17.900000,17.177309,8.372856,0.411480
18.000000,17.803063,8.452104,1.231392
18.100000,18.419064,8.583168,1.484376
18.200000,19.043294,8.726424,1.444752
18.300000,19.690690,8.869680,1.356360
18.400000,20.353325,8.991600,1.146048
18.500000,21.037906,9.083040,0.716280
18.600000,21.733154,9.131808,0.237744
18.700000,22.424136,9.147048,-0.012192
18.800000,23.114813,9.144000,-0.027432
18.900000,23.805794,9.144000,0.000000
19.000000,24.496776,9.144000,0.000000
19.100000,25.187758,9.144000,0.000000
19.200000,25.878739,9.137904,-0.079248
19.300000,26.569721,9.134856,-0.027432
19.400000,27.260702,9.171432,0.624840
19.500000,27.944674,9.305544,1.914144
19.600000,28.654553,9.558528,3.261360
19.700000,29.390645,9.890760,3.413760
19.800000,30.151730,10.210800,2.935224
19.900000,30.938724,10.445496,1.740408
