t,Velocity
0.0,4.572
1.0,4.572
2.0,4.5476160000000005
3.0,3.048
4.0,3.048
5.0,3.048
6.0,3.048
7.0,3.048
8.0,3.048
9.0,3.0388560000000004
10.0,3.608832
11.0,3.605784
12.0,3.608832
13.0,3.557016
14.0,3.557016
15.0,3.563112
16.0,2.859024
17.0,2.859024
18.0,2.420112
19.0,2.8620720000000004
20.0,2.447544
21.0,2.859024
22.0,2.4780239563980735
23.0,2.447544
24.0,2.764536244170791
25.0,5.21208
26.0,5.199888021800963
27.0,4.544567812511714
28.0,3.102864130805781
29.0,4.413504187488287
30.0,4.2123360000000005
31.0,4.572
32.0,4.572
33.0,4.572
34.0,4.197096
35.0,4.572
36.0,4.154423494217648
37.0,3.4076639956398074
38.0,3.4046160000000003
39.0,3.4076640087203853
40.0,2.6182320043601925
41.0,2.5054558866349903
42.0,3.0358080305213493
43.0,3.0449520000000003
44.0,3.0449520000000003
45.0,3.0449520000000003
46.0,4.154424366256187
47.0,4.962144287772718
48.0,5.358384117725203
49.0,6.096
50.0,6.096
51.0,5.922263991279615
52.0,6.147816000000001
53.0,6.144768
54.0,6.190488130805781
55.0,6.69036
56.0,6.69036
57.0,6.69036
58.0,6.690359947677687
59.0,7.235952
60.0,6.114288
