t,Position,v_Vel,v_Acc
0.000000,-42.103853,2.633472,3.264408
0.100000,-41.893236,2.886456,1.905000
0.200000,-41.657321,3.017520,0.618744
0.300000,-41.427806,3.057144,-0.024384
0.400000,-41.198597,3.048000,-0.155448
0.500000,-40.969387,3.038856,-0.018288
0.600000,-40.740178,3.081528,0.679704
0.700000,-40.511578,3.218688,1.953768
0.800000,-40.282368,3.471672,3.215640
0.900000,-40.048891,3.810000,3.413760
1.000000,-39.809623,4.157472,3.319272
1.100000,-39.566088,4.425696,2.176272
1.200000,-39.327734,4.575048,0.789432
1.300000,-39.069569,4.614672,-0.185928
1.400000,-38.786714,4.584192,-0.499872
1.500000,-38.482219,4.526280,-0.618744
1.600000,-38.148463,4.468368,-0.563880
1.700000,-37.810440,4.453128,0.042672
1.800000,-37.474550,4.523232,1.267968
1.900000,-37.096903,4.712208,2.633472
2.000000,-36.690605,4.989576,3.075432
2.100000,-36.252912,5.245608,2.304288
2.200000,-35.774376,5.413248,1.051560
2.300000,-35.301631,5.483352,0.131064
2.400000,-34.828582,5.489448,-0.057912
2.500000,-34.355532,5.483352,-0.033528
2.600000,-33.882787,5.468112,-0.234696
2.700000,-33.404861,5.434584,-0.448056
2.800000,-32.941565,5.388864,-0.536448
2.900000,-32.501434,5.334000,-0.545592
3.000000,-32.078981,5.279136,-0.533400
3.100000,-31.679388,5.233416,-0.448056
3.200000,-31.294730,5.199888,-0.240792
3.300000,-30.904891,5.181600,-0.039624
3.400000,-30.515052,5.178552,-0.027432
3.500000,-30.125213,5.172456,-0.082296
3.600000,-29.735678,5.181600,0.195072
3.700000,-29.347668,5.248656,0.981456
3.800000,-28.960267,5.388864,1.911096
3.900000,-28.552140,5.596128,2.392680
4.000000,-28.128468,5.815584,2.084832
4.100000,-27.689861,5.980176,1.264920
4.200000,-27.229308,6.068568,0.478536
4.300000,-26.768755,6.099048,0.027432
4.400000,-26.310031,6.099048,-0.054864
4.500000,-25.851612,6.096000,0.000000
4.600000,-25.392888,6.096000,0.000000
4.700000,-24.934469,6.096000,0.000000
4.800000,-24.476050,6.096000,0.000000
4.900000,-24.017326,6.096000,0.000000
5.000000,-23.558906,6.096000,0.000000
5.100000,-23.100182,6.089904,-0.073152
5.200000,-22.641763,6.086856,-0.021336
5.300000,-22.183039,6.126480,0.627888
5.400000,-21.731326,6.251448,1.786128
5.500000,-21.254009,6.470904,2.749296
5.600000,-20.755356,6.729984,2.691384
5.700000,-20.241158,6.949440,1.783080
5.800000,-19.702577,7.104888,1.136904
5.900000,-19.167958,7.232904,1.274064
6.000000,-18.622366,7.373112,1.588008
6.100000,-18.063058,7.504176,1.286256
6.200000,-17.483023,7.589520,0.399288
6.300000,-16.909999,7.604760,-0.234696
6.400000,-16.336670,7.589520,-0.164592
6.500000,-15.762122,7.589520,0.152400
6.600000,-15.188794,7.607808,0.313944
6.700000,-14.622475,7.635240,0.240792
6.800000,-14.064996,7.653528,0.106680
