t,Velocity
0.0,3.9624
1.0,4.08432
2.0,4.309872
3.0,4.184904
4.0,2.983992
5.0,3.048
6.0,4.581144
7.0,4.572
8.0,4.29768
9.0,2.9900880000000005
10.0,1.143
11.0,1.143
12.0,1.143
13.0,1.143
14.0,0.6096
15.0,0.6096
16.0,0.6766560000000001
17.0,2.999232
18.0,2.996184
19.0,3.023616
20.0,4.52628
21.0,4.559807904075758
22.0,4.2092879796524345
23.0,3.42899978199036
24.0,3.035808005813591
25.0,4.572000002906795
26.0,4.572
27.0,3.810000244170797
28.0,2.484120308120292
29.0,1.143
30.0,1.1247120174407712
31.0,1.143
32.0,1.011936087203856
33.0,0.6096
34.0,0.6096
35.0,1.2862556308370094
36.0,2.999232
37.0,2.999232
38.0,3.4107117558292033
39.0,4.52628
40.0,3.9684955145652014
41.0,4.568951950584482
42.0,5.681472014533976
43.0,5.605272063949495
44.0,5.68452
45.0,4.511040093017447
46.0,4.4958
47.0,2.898648127898989
48.0,3.70332
49.0,2.3012402499843874
50.0,2.1336
51.0,2.1336
52.0,0.9936482034756793
53.0,0.862584
54.0,0.862584
55.0,1.2070079389572963
56.0,1.23444
57.0,1.1186159331437053
58.0,2.2859998837281834
59.0,3.048
60.0,3.048
