t,Velocity
0.0,8.8392
1.0,8.8392
2.0,8.650224
3.0,9.000744000000001
4.0,8.912352
5.0,9.25068
6.0,9.25068
7.0,8.409432
8.0,7.379208
9.0,8.257032
10.0,7.616951999999999
11.0,7.62
12.0,7.607808
13.0,8.302752
14.0,8.311896
15.0,8.787384
16.0,8.79348
17.0,9.140952
18.0,9.137904
19.0,9.229344
20.0,9.140952
21.0,8.644128
22.0,9.0678
23.0,8.695944247077593
24.0,9.061704014533976
25.0,8.546592203475665
26.0,9.05255981105831
27.0,8.016240343001833
28.0,7.62000020638246
29.0,9.125712008720386
30.0,9.793224084297062
31.0,9.299447982559231
32.0,8.497824002906794
33.0,9.528047997093205
34.0,9.525
35.0,10.265663982559229
36.0,9.192768107551421
37.0,10.402824069763085
38.0,10.22604
39.0,9.689592087203856
40.0,9.521952002906795
41.0,9.110472020347567
42.0,8.927592
43.0,9.0190319389573
44.0,9.031224148246555
45.0,9.144
46.0,9.204959965118457
47.0,9.625584087203856
48.0,9.143999979652433
49.0,9.144
50.0,8.94588
51.0,8.8392
52.0,8.793479954944678
53.0,9.000744000000001
54.0,9.006839988372821
55.0,9.128760040695129
56.0,9.25068
57.0,8.702039922969933
58.0,7.424927981105833
59.0,8.336279960758269
60.0,7.629143991279616
61.0,7.62
62.0,7.616951995639806
63.0,8.305799998546602
64.0,8.302751998546603
65.0,8.787384
66.0,8.787384001453397
67.0,9.083040031974754
68.0,9.137904
69.0,9.360407969478644
70.0,9.143999998546603
71.0,9.144
72.0,9.144
73.0,9.143999992733011
74.0,8.9916
75.0,8.988552001453398
76.0,9.308592001453398
77.0,9.272015982559225
78.0,8.378952
79.0,8.122919883728166
80.0,7.62
81.0,7.62
82.0,7.62
83.0,8.381999877914355
84.0,9.144
85.0,8.619744071216626
86.0,9.070848000000002
87.0,9.259824052322418
88.0,9.360408
89.0,8.781288011627204
90.0,8.872728
91.0,8.872728001453401
92.0,8.6106
93.0,8.6106000014534
94.0,8.27532
95.0,8.281416
96.0,8.543544
97.0,8.540496000000001
98.0,8.7020399985466
99.0,8.580120062496224
100.0,8.686799995639799
101.0,8.6868
102.0,8.638032001453402
103.0,8.638032
104.0,8.638032
105.0,9.034271921516371
106.0,7.985760014534005
107.0,7.680959982559194
108.0,8.253983992732996
109.0,7.613904001453402
110.0,7.6230479970932
111.0,7.62
112.0,7.62
113.0,8.125967668625405
114.0,9.144
115.0,8.76909629649306
116.0,9.070848000000002
117.0,9.369551995639808
118.0,9.360408
119.0,8.80567197819904
120.0,8.872728008720385
121.0,8.875776
122.0,8.6106
123.0,8.613647995639809
124.0,8.27532
125.0,8.281415991279616
126.0,8.543543917156352
127.0,8.540495886635007
128.0,8.698992
129.0,8.711184091564032
130.0,8.677655982559232
131.0,8.6868
132.0,8.641080013080577
133.0,8.638031995639809
134.0,8.638032
135.0,8.869679738388479
136.0,8.016240026161151
137.0,7.644384
138.0,8.238743960758272
139.0,7.616951999999999
140.0,7.616951965118462
141.0,7.62
142.0,7.62
143.0,7.894320000000065
144.0,9.144
145.0,8.976359999999941
146.0,9.070848000000002
147.0,9.366504
148.0,9.360408
149.0,8.790432000000004
150.0,8.878823999999998
151.0,8.875776
152.0,8.6106
153.0,8.6106
154.0,8.27532
155.0,8.275320000000002
156.0,8.485632000000017
157.0,8.461248000000024
158.0,8.698992
159.0,8.775191999999983
160.0,8.665464000000004
161.0,8.6868
162.0,8.650223999999998
163.0,8.634984
164.0,8.638032
165.0,8.686800000000051
166.0,8.034527999999995
167.0,7.644384
168.0,8.211312000000008
169.0,7.616951999999999
170.0,7.592568000000007
171.0,7.62
172.0,7.62
173.0,7.6169516715314805
174.0,9.144000005813602
175.0,9.061703991279597
176.0,9.070848000000002
177.0,9.345167950584381
178.0,9.36040786338035
179.0,8.814816110458441
180.0,8.881871982559195
181.0,8.872728
182.0,8.607551851753147
183.0,8.6106
184.0,8.272272002906803
185.0,8.27532
186.0,8.33018377908312
187.0,8.26007983140554
188.0,8.68679997383879
189.0,8.744711915702771
190.0,8.647175962211586
191.0,8.6868
192.0,8.601455880821158
193.0,8.634984
194.0,8.634984
195.0,8.564879976745592
196.0,8.150352244171287
197.0,7.650479991279598
198.0,8.211312026161211
199.0,7.610856008720403
200.0,7.546847962211587
201.0,7.62
202.0,7.62
203.0,7.2725276046759415
204.0,9.15009600581359
205.0,9.05256000581359
206.0,9.070848000000002
207.0,9.293351854660273
208.0,9.21715116284317
209.0,8.930640343001757
210.0,8.86358386628745
211.0,8.872728
212.0,8.45210334887802
213.0,8.6106
214.0,8.275320046508714
215.0,8.27532
216.0,8.09853561630312
217.0,8.08329593605052
218.0,8.659367924423343
219.0,8.65631986628745
220.0,8.607551860473862
221.0,8.6868
222.0,8.476487831405915
223.0,8.634984005813589
224.0,8.634984
225.0,8.540496069763071
226.0,8.406384610426855
227.0,7.641335965118466
228.0,8.238744029067947
229.0,7.620000098831015
230.0,7.5072239709320545
231.0,7.62
232.0,7.62
233.0,7.065264002906799
234.0,9.153143986919403
235.0,9.055608008720398
236.0,9.070848000000002
237.0,9.21715196511841
238.0,8.778239768909454
239.0,9.110472072669982
240.0,8.793479952037812
241.0,8.872728
242.0,8.110727899715423
243.0,8.6106
244.0,8.299704027614593
245.0,8.27532
246.0,7.897367972385407
247.0,8.049768061042785
248.0,8.619743981105804
249.0,8.586215998546601
250.0,8.534399954944611
251.0,8.6868
252.0,8.3880960014534
253.0,8.638032
254.0,8.634984
255.0,8.577072021800996
256.0,8.72642412063217
257.0,7.623047994186395
258.0,8.253983982559182
259.0,7.671816053775852
260.0,7.491984008720407
261.0,7.62
262.0,7.62
263.0,7.071360265971715
264.0,9.12571186919424
265.0,9.07389604360192
266.0,9.07084786919424
267.0,9.143999925876736
268.0,8.293607751469054
269.0,9.262872122085376
270.0,8.692895882274815
271.0,8.872728
272.0,7.900416091564034
273.0,8.6106
274.0,8.357616122085377
275.0,8.27532
276.0,7.839456143886338
277.0,8.177784305213443
278.0,8.580119960758273
279.0,8.583168069763074
280.0,8.4399118909952
281.0,8.6868
282.0,8.391144139526146
283.0,8.638031995639809
284.0,8.634984
285.0,8.622792026161152
286.0,8.979408196208643
287.0,7.610856047962113
288.0,8.217407847393279
289.0,7.784592231090178
290.0,7.510272047962112
291.0,7.62
292.0,7.62
293.0,7.257288
294.0,9.034272
295.0,9.104376
296.0,8.979408000000001
297.0,9.092184
298.0,8.119872
299.0,9.348216
300.0,8.6106
