t,Position,v_Vel,v_Acc
0.000000,-214.016844,10.756392,-0.262128
0.100000,-213.243262,10.722864,-0.515112
0.200000,-212.474556,10.680192,-0.377952
0.300000,-211.704326,10.652760,-0.112776
0.400000,-210.939583,10.671048,0.338328
0.500000,-210.182155,10.735056,0.975360
0.600000,-209.416193,10.850880,1.408176
0.700000,-208.634990,10.978896,1.258824
0.800000,-207.837938,11.073384,0.691896
0.900000,-207.032047,11.119104,0.182880
1.000000,-206.230118,11.131296,-0.036576
1.100000,-205.428494,11.100816,-0.438912
1.200000,-204.626566,11.042904,-0.762000
1.300000,-203.824942,11.000232,-0.368808
1.400000,-203.023013,11.000232,0.356616
1.500000,-202.221389,11.039856,0.749808
1.600000,-201.419460,11.097768,0.402336
1.700000,-200.617836,11.122152,0.000000
1.800000,-199.815907,11.122152,0.000000
1.900000,-199.014283,11.122152,0.000000
2.000000,-198.212354,11.122152,-0.006096
2.100000,-197.410730,11.119104,-0.064008
2.200000,-196.608802,11.116056,0.000000
2.300000,-195.807178,11.149584,0.548640
2.400000,-195.011954,11.259312,1.551432
2.500000,-194.192042,11.460480,2.563368
2.600000,-193.346222,11.731752,2.993136
2.700000,-192.476018,12.003024,2.566416
2.800000,-191.579906,12.204192,1.554480
2.900000,-190.659106,12.313920,0.545592
3.000000,-189.744706,12.347448,0.000000
3.100000,-188.830610,12.344400,-0.064008
3.200000,-187.916210,12.341352,0.000000
3.300000,-187.002115,12.341352,0.000000
3.400000,-186.087715,12.341352,0.000000
3.500000,-185.173620,12.341352,0.000000
3.600000,-184.259220,12.341352,0.000000
3.700000,-183.344820,12.341352,0.000000
3.800000,-182.430725,12.341352,0.000000
3.900000,-181.516325,12.341352,0.000000
4.000000,-180.602230,12.341352,0.000000
4.100000,-179.687830,12.341352,0.000000
4.200000,-178.773734,12.347448,0.076200
4.300000,-177.859334,12.350496,0.015240
4.400000,-176.945239,12.316968,-0.533400
4.500000,-176.024438,12.219432,-1.377696
4.600000,-175.124059,12.070080,-1.798320
4.700000,-174.238615,11.939016,-1.078992
4.800000,-173.372374,11.890248,0.112776
4.900000,-172.515886,11.923776,0.798576
