t,Position,v_Vel,v_Acc
0.000000,-99.566273,11.536680,0.216408
0.100000,-98.721977,11.509248,-1.231392
0.200000,-97.873109,11.426952,-0.707136
0.300000,-97.022412,11.399520,0.307848
0.400000,-96.169277,11.405616,0.112776
0.500000,-95.334125,11.369040,-0.774192
0.600000,-94.514518,11.323320,-0.630936
0.700000,-93.720514,11.356848,1.082040
0.800000,-92.898773,11.536680,2.798064
0.900000,-92.060268,11.777472,2.484120
1.000000,-91.192502,11.914632,0.451104
1.100000,-90.321689,11.887200,-1.277112
1.200000,-89.470992,11.777472,-1.322832
1.300000,-88.644374,11.710416,-0.103632
1.400000,-87.804346,11.734800,0.835152
1.500000,-86.949686,11.811000,0.810768
1.600000,-86.071253,11.847576,-0.012192
1.700000,-85.191295,11.817096,-0.630936
1.800000,-84.313471,11.783568,-0.329184
1.900000,-83.435647,11.789664,0.435864
2.000000,-82.557823,11.826240,0.612648
2.100000,-81.679999,11.811000,-0.691896
2.200000,-80.795470,11.643360,-2.642616
2.300000,-79.948735,11.329416,-3.413760
2.400000,-79.128518,10.966704,-3.413760
2.500000,-78.332686,10.698480,-1.941576
2.600000,-77.575258,10.552176,-0.740664
2.700000,-76.810819,10.430256,-1.200912
2.800000,-76.054915,10.229088,-2.819400
2.900000,-75.329186,9.915144,-3.413760
3.000000,-74.627232,9.567672,-3.322320
3.100000,-73.950881,9.281160,-2.368296
3.200000,-73.291903,9.058656,-1.911096
3.300000,-72.645727,8.854440,-2.081784
3.400000,-72.013877,8.628888,-2.450592
3.500000,-71.399095,8.378952,-2.587752
3.600000,-70.805650,8.132064,-2.453640
3.700000,-70.229273,7.906512,-2.087880
3.800000,-69.667222,7.702296,-1.914144
3.900000,-69.118277,7.479792,-2.365248
4.000000,-68.586401,7.196328,-3.252216
4.100000,-68.080433,6.851904,-3.413760
4.200000,-67.597934,6.507480,-3.288792
4.300000,-67.141344,6.254496,-1.895856
4.400000,-66.708528,6.126480,-0.515112
4.500000,-66.269006,6.096000,0.076200
4.600000,-65.829790,6.062472,-0.524256
4.700000,-65.383867,5.937504,-1.901952
4.800000,-64.962024,5.681472,-3.288792
4.900000,-64.565784,5.337048,-3.413760
5.000000,-64.193318,4.992624,-3.258312
5.100000,-63.846456,4.706112,-2.404872
5.200000,-63.516967,4.483608,-1.895856
5.300000,-63.200280,4.312920,-1.560576
5.400000,-62.897614,4.178808,-1.182624
5.500000,-62.605006,4.056888,-1.100328
5.600000,-62.308740,3.904488,-1.770888
5.700000,-62.035030,3.685032,-2.727960
5.800000,-61.776864,3.419856,-2.791968
5.900000,-61.539730,3.200400,-1.798320
6.000000,-61.326674,3.075432,-0.606552
6.100000,-61.106914,3.038856,0.036576
6.200000,-60.887458,3.041904,0.079248
6.300000,-60.667697,3.048000,0.000000
6.400000,-60.447936,3.048000,0.000000
6.500000,-60.228480,3.048000,0.000000
6.600000,-60.008719,3.048000,0.000000
6.700000,-59.788958,3.048000,0.000000
6.800000,-59.569502,3.048000,0.000000
6.900000,-59.349742,3.051048,0.079248
7.000000,-59.129981,3.057144,0.030480
7.100000,-58.910525,3.026664,-0.475488
7.200000,-58.684363,2.935224,-1.338072
7.300000,-58.477404,2.767584,-2.097024
7.400000,-58.284770,2.569464,-2.020824
7.500000,-58.107986,2.407920,-1.313688
7.600000,-57.948576,2.286000,-0.960120
7.700000,-57.778498,2.164080,-1.316736
7.800000,-57.625793,1.996440,-2.100072
7.900000,-57.488938,1.795272,-2.121408
8.000000,-57.366103,1.661160,-0.826008
8.100000,-57.269482,1.664208,0.899160
8.200000,-57.146647,1.776984,1.734312
8.300000,-57.010097,1.892808,0.874776
8.400000,-56.856782,1.895856,-0.795528
8.500000,-56.719927,1.786128,-1.706880
8.600000,-56.597398,1.642872,-1.374648
8.700000,-56.494070,1.545336,-0.509016
8.800000,-56.384342,1.514856,0.030480
8.900000,-56.274310,1.517904,0.079248
9.000000,-56.164582,1.524000,0.000000
9.100000,-56.054854,1.524000,0.000000
9.200000,-55.944821,1.524000,0.000000
9.300000,-55.835093,1.524000,0.000000
9.400000,-55.725365,1.524000,0.000000
9.500000,-55.615332,1.524000,0.000000
9.600000,-55.505604,1.524000,0.000000
9.700000,-55.395876,1.524000,0.000000
9.800000,-55.285843,1.530096,0.076200
9.900000,-55.176115,1.533144,0.024384
10.000000,-55.066387,1.499616,-0.512064
10.100000,-54.949954,1.405128,-1.371600
10.200000,-54.853027,1.264920,-1.670304
10.300000,-54.770122,1.155192,-0.762000
10.400000,-54.703675,1.130808,0.365760
10.500000,-54.620770,1.149096,0.365760
10.600000,-54.523234,1.149096,-0.365760
10.700000,-54.440633,1.130808,-0.365760
10.800000,-54.374186,1.155192,0.765048
10.900000,-54.291281,1.264920,1.673352
11.000000,-54.194050,1.405128,1.377696
