t,Position,v_Vel,v_Acc
0.000000,-64.438378,4.456176,-1.313688
0.100000,-64.108279,4.288536,-2.136648
0.200000,-63.792811,4.062984,-2.490216
0.300000,-63.495022,3.840480,-2.103120
0.400000,-63.218568,3.672840,-1.313688
0.500000,-62.954611,3.575304,-0.499872
0.600000,-62.683949,3.550920,0.021336
0.700000,-62.422735,3.557016,0.146304
0.800000,-62.152073,3.560064,0.021336
0.900000,-61.881410,3.532632,-0.509016
1.000000,-61.613491,3.444240,-1.301496
1.100000,-61.356850,3.300984,-1.664208
1.200000,-61.113619,3.163824,-1.292352
1.300000,-60.891115,3.072384,-0.518160
1.400000,-60.661906,3.038856,0.024384
1.500000,-60.432696,3.041904,0.085344
1.600000,-60.203486,3.048000,0.000000
1.700000,-59.973972,3.048000,0.000000
1.800000,-59.744762,3.048000,0.000000
1.900000,-59.515553,3.048000,0.000000
2.000000,-59.286343,3.048000,0.000000
2.100000,-59.057134,3.048000,0.000000
2.200000,-58.827619,3.048000,0.000000
2.300000,-58.598410,3.048000,0.000000
2.400000,-58.369200,3.048000,0.000000
2.500000,-58.139990,3.048000,0.000000
2.600000,-57.910781,3.054096,0.073152
2.700000,-57.681266,3.063240,0.115824
2.800000,-57.452057,3.038856,-0.448056
2.900000,-57.216142,2.913888,-1.822704
3.000000,-57.005525,2.660904,-3.346704
3.100000,-56.821121,2.304288,-3.413760
3.200000,-56.661710,1.944624,-3.352800
3.300000,-56.528208,1.685544,-1.905000
3.400000,-56.420309,1.554480,-0.627888
3.500000,-56.305704,1.514856,0.018288
3.600000,-56.191099,1.517904,0.076200
3.700000,-56.076494,1.524000,0.000000
3.800000,-55.961890,1.524000,0.000000
3.900000,-55.847285,1.524000,0.000000
4.000000,-55.732680,1.524000,0.000000
4.100000,-55.617770,1.524000,0.000000
4.200000,-55.503166,1.524000,0.000000
4.300000,-55.388561,1.524000,0.000000
4.400000,-55.273956,1.524000,0.000000
4.500000,-55.159351,1.524000,0.000000
4.600000,-55.044746,1.524000,0.000000
4.700000,-54.930142,1.524000,0.000000
4.800000,-54.815537,1.524000,0.000000
4.900000,-54.700932,1.524000,0.006096
5.000000,-54.586327,1.524000,0.000000
5.100000,-54.471418,1.524000,0.000000
5.200000,-54.356813,1.524000,0.000000
5.300000,-54.242208,1.524000,0.000000
5.400000,-54.127603,1.524000,0.000000
5.500000,-54.012998,1.524000,0.000000
5.600000,-53.898394,1.524000,0.000000
5.700000,-53.783789,1.524000,0.000000
5.800000,-53.669184,1.524000,0.009144
5.900000,-53.554579,1.524000,0.000000
6.000000,-53.439670,1.524000,0.000000
6.100000,-53.325065,1.524000,0.000000
6.200000,-53.210460,1.524000,0.000000
6.300000,-53.095855,1.524000,0.000000
6.400000,-52.981250,1.524000,0.000000
6.500000,-52.866646,1.524000,0.000000
6.600000,-52.752041,1.524000,0.000000
6.700000,-52.637436,1.524000,0.000000
6.800000,-52.522831,1.524000,0.000000
6.900000,-52.408226,1.524000,0.000000
7.000000,-52.293317,1.524000,0.000000
7.100000,-52.178712,1.524000,0.000000
7.200000,-52.064107,1.524000,0.000000
7.300000,-51.949502,1.524000,0.000000
7.400000,-51.834898,1.524000,0.000000
7.500000,-51.720293,1.524000,0.000000
7.600000,-51.605688,1.524000,0.000000
7.700000,-51.491083,1.524000,0.000000
7.800000,-51.376478,1.524000,0.000000
7.900000,-51.261569,1.524000,0.000000
8.000000,-51.146964,1.524000,0.000000
8.100000,-51.032359,1.524000,0.000000
8.200000,-50.917754,1.524000,0.000000
8.300000,-50.803150,1.524000,0.000000
8.400000,-50.688545,1.524000,0.000000
8.500000,-50.573940,1.524000,0.000000
8.600000,-50.459335,1.524000,0.006096
8.700000,-50.344730,1.520952,-0.073152
8.800000,-50.230126,1.514856,-0.024384
8.900000,-50.115216,1.554480,0.621792
9.000000,-50.007317,1.688592,1.911096
9.100000,-49.874119,1.941576,3.261360
9.200000,-49.714404,2.286000,3.413760
9.300000,-49.530000,2.633472,3.258312
9.400000,-49.319688,2.886456,1.908048
9.500000,-49.083468,3.017520,0.621792
9.600000,-48.854258,3.057144,-0.027432
9.700000,-48.625049,3.051048,-0.073152
9.800000,-48.395839,3.048000,0.009144
9.900000,-48.166630,3.048000,0.000000
10.000000,-47.937115,3.044952,-0.082296
10.100000,-47.707906,3.038856,-0.030480
10.200000,-47.478696,3.078480,0.618744
10.300000,-47.256192,3.209544,1.911096
10.400000,-47.008085,3.462528,3.264408
10.500000,-46.734070,3.810000,3.413760
10.600000,-46.435061,4.157472,3.264408
10.700000,-46.109839,4.410456,1.911096
10.800000,-45.759014,4.541520,0.621792
10.900000,-45.415200,4.581144,-0.030480
11.000000,-45.071386,4.575048,-0.082296
11.100000,-44.727266,4.572000,0.000000
11.200000,-44.383452,4.565904,-0.076200
11.300000,-44.039638,4.562856,-0.021336
11.400000,-43.695823,4.602480,0.624840
11.500000,-43.358714,4.733544,1.911096
11.600000,-42.996002,4.989576,3.261360
11.700000,-42.607078,5.334000,3.413760
11.800000,-42.193464,5.681472,3.264408
11.900000,-41.753638,5.934456,1.908048
12.000000,-41.288208,6.065520,0.618744
12.100000,-40.829789,6.105144,-0.030480
12.200000,-40.371370,6.099048,-0.073152
12.300000,-39.912646,6.096000,0.006096
12.400000,-39.454226,6.096000,0.000000
12.500000,-38.995502,6.096000,0.000000
12.600000,-38.537083,6.096000,0.000000
12.700000,-38.078359,6.096000,0.000000
12.800000,-37.619940,6.096000,0.000000
12.900000,-37.161521,6.096000,0.000000
13.000000,-36.702797,6.089904,-0.070104
13.100000,-36.244378,6.086856,-0.018288
13.200000,-35.785654,6.120384,0.512064
13.300000,-35.333940,6.211824,1.283208
13.400000,-34.861500,6.342888,1.591056
13.500000,-34.375649,6.483096,1.274064
13.600000,-33.878215,6.611112,1.130808
13.700000,-33.385049,6.766560,1.780032
13.800000,-32.867803,6.986016,2.688336
13.900000,-32.334708,7.245096,2.755392
14.000000,-31.780277,7.464552,1.792224
14.100000,-31.200242,7.589520,0.627888
14.200000,-30.627218,7.629144,-0.018288
14.300000,-30.053890,7.620000,-0.170688
14.400000,-29.480866,7.598664,-0.210312
14.500000,-28.907537,7.574280,-0.316992
14.600000,-28.330550,7.528560,-0.533400
14.700000,-27.761794,7.458456,-0.862584
14.800000,-27.213763,7.357872,-1.173480
14.900000,-26.679754,7.248144,-1.097280
15.000000,-26.166775,7.165848,-0.643128
15.100000,-25.662026,7.120128,-0.201168
15.200000,-25.153010,7.107936,0.024384
15.300000,-24.644604,7.110984,0.030480
15.400000,-24.138026,7.117080,0.051816
15.500000,-23.632058,7.123176,0.100584
15.600000,-23.125481,7.110984,-0.240792
15.700000,-22.614331,7.031736,-1.182624
15.800000,-22.105010,6.858000,-2.353056
15.900000,-21.615197,6.605016,-2.916936
16.000000,-21.136051,6.352032,-2.353056
16.100000,-20.675803,6.175248,-1.182624
16.200000,-20.218298,6.096000,-0.240792
16.300000,-19.758050,6.083808,0.100584
16.400000,-19.297498,6.092952,0.051816
16.500000,-18.837250,6.096000,0.000000
16.600000,-18.376697,6.096000,0.000000
16.700000,-17.916449,6.096000,0.000000
16.800000,-17.455896,6.096000,0.000000
16.900000,-16.995648,6.096000,0.000000
17.000000,-16.535095,6.096000,0.000000
17.100000,-16.074847,6.096000,0.000000
17.200000,-15.614599,6.096000,0.000000
17.300000,-15.154046,6.096000,0.000000
17.400000,-14.693798,6.096000,0.000000
17.500000,-14.233246,6.096000,0.000000
17.600000,-13.772998,6.096000,0.000000
17.700000,-13.312445,6.096000,0.000000
17.800000,-12.852197,6.096000,0.000000
17.900000,-12.391644,6.096000,0.000000
18.000000,-11.931396,6.096000,0.000000
18.100000,-11.471148,6.096000,0.000000
18.200000,-11.010595,6.096000,0.000000
18.300000,-10.550347,6.096000,0.000000
18.400000,-10.089794,6.096000,0.000000
18.500000,-9.629546,6.096000,0.000000
18.600000,-9.168994,6.096000,0.000000
18.700000,-8.708746,6.096000,0.000000
18.800000,-8.248193,6.096000,0.000000
18.900000,-7.787945,6.096000,0.000000
19.000000,-7.327697,6.096000,0.000000
19.100000,-6.867144,6.096000,0.000000
19.200000,-6.406896,6.102096,0.076200
19.300000,-5.946343,6.126480,0.365760
19.400000,-5.486095,6.144768,0.158496
19.500000,-5.018837,6.086856,-1.030224
19.600000,-4.572610,5.922264,-2.392680
19.700000,-4.140708,5.690616,-2.648712
19.800000,-3.724656,5.480304,-1.664208
19.900000,-3.327502,5.334000,-0.978408
