t,Position,v_Vel,v_Acc
0.000000,-85.212326,9.144000,0.006096
0.100000,-84.527136,9.144000,0.006096
0.200000,-83.841946,9.144000,0.000000
0.300000,-83.156755,9.144000,0.000000
0.400000,-82.471870,9.144000,0.000000
0.500000,-81.786679,9.144000,0.000000
0.600000,-81.101489,9.137904,-0.094488
0.700000,-80.416603,9.125712,-0.179832
0.800000,-79.731413,9.113520,-0.085344
0.900000,-79.046222,9.113520,0.085344
1.000000,-78.361032,9.125712,0.179832
1.100000,-77.676146,9.131808,0.015240
1.200000,-76.990956,9.134856,-0.027432
1.300000,-76.305766,9.174480,0.624840
1.400000,-75.627281,9.305544,1.914144
1.500000,-74.923802,9.558528,3.261360
1.600000,-74.193806,9.906000,3.413760
1.700000,-73.439426,10.250424,3.258312
1.800000,-72.658529,10.503408,1.911096
1.900000,-71.852638,10.637520,0.627888
2.000000,-71.053452,10.677144,-0.024384
2.100000,-70.253962,10.671048,-0.088392
2.200000,-69.454776,10.661904,-0.076200
2.300000,-68.655590,10.661904,0.030480
2.400000,-67.858234,10.713720,0.816864
2.500000,-67.060267,10.869168,2.194560
2.600000,-66.235174,11.149584,3.413760
2.700000,-65.389354,11.524488,3.413760
2.800000,-64.523112,11.890248,3.389376
2.900000,-63.630353,12.149328,1.911096
3.000000,-62.732107,12.280392,0.542544
3.100000,-61.838434,12.310872,-0.070104
3.200000,-60.943846,12.307824,-0.030480
3.300000,-60.046819,12.304776,0.000000
3.400000,-59.148878,12.301728,-0.048768
3.500000,-58.251242,12.304776,0.057912
3.600000,-57.356350,12.332208,0.396240
3.700000,-56.459018,12.390120,0.798576
3.800000,-55.544923,12.475464,0.978408
3.900000,-54.618941,12.560808,0.792480
4.000000,-53.676499,12.618720,0.414528
4.100000,-52.731314,12.646152,0.097536
4.200000,-51.788873,12.652248,-0.033528
4.300000,-50.846431,12.652248,0.015240
4.400000,-49.903990,12.655296,0.073152
4.500000,-48.961548,12.646152,-0.185928
4.600000,-48.016363,12.588240,-0.886968
4.700000,-47.073922,12.457176,-1.749552
4.800000,-46.149463,12.268200,-2.173224
4.900000,-45.235978,12.079224,-1.761744
5.000000,-44.341085,11.948160,-0.896112
5.100000,-43.448630,11.887200,-0.185928
5.200000,-42.553738,11.878056,0.076200
5.300000,-41.658540,11.884152,0.033528
5.400000,-40.763342,11.884152,-0.018288
5.500000,-39.868145,11.884152,0.006096
5.600000,-38.972338,11.896344,0.167640
5.700000,-38.079274,11.929872,0.478536
5.800000,-37.188343,11.990832,0.771144
5.900000,-36.291622,12.067032,0.822960
6.000000,-35.384842,12.134088,0.582168
6.100000,-34.467394,12.176760,0.249936
6.200000,-33.547202,12.192000,0.030480
6.300000,-32.629145,12.195048,-0.027432
6.400000,-31.711087,12.192000,-0.009144
6.500000,-30.793030,12.192000,0.000000
6.600000,-29.874972,12.192000,0.000000
6.700000,-28.956914,12.192000,0.000000
6.800000,-28.038857,12.192000,0.000000
6.900000,-27.120799,12.192000,0.000000
7.000000,-26.202742,12.192000,0.000000
7.100000,-25.284684,12.192000,0.000000
7.200000,-24.366626,12.195048,0.070104
7.300000,-23.448569,12.207240,0.128016
7.400000,-22.530206,12.213336,0.060960
7.500000,-21.612149,12.213336,-0.060960
7.600000,-20.694091,12.207240,-0.128016
7.700000,-19.776034,12.195048,-0.070104
7.800000,-18.857976,12.192000,0.000000
7.900000,-17.939918,12.192000,0.000000
8.000000,-17.021861,12.192000,0.000000
8.100000,-16.103803,12.192000,0.000000
8.200000,-15.185746,12.192000,0.000000
8.300000,-14.267688,12.192000,0.000000
8.400000,-13.349630,12.192000,0.000000
8.500000,-12.431573,12.192000,0.000000
8.600000,-11.513515,12.192000,0.000000
8.700000,-10.595458,12.195048,0.073152
8.800000,-9.677400,12.198096,0.024384
8.900000,-8.759342,12.167616,-0.524256
9.000000,-7.834579,12.073128,-1.307592
9.100000,-6.930542,11.954256,-1.383792
9.200000,-6.043270,11.884152,-0.237744
9.300000,-5.157216,11.939016,1.395984
9.400000,-4.239158,12.109704,2.273808
9.500000,-3.300984,12.313920,1.975104
9.600000,-2.330806,12.463272,1.060704
9.700000,-1.348435,12.527280,0.137160
9.800000,-0.366065,12.512040,-0.472440
9.900000,0.608381,12.454128,-0.777240
10.000000,1.562710,12.374880,-0.822960
10.100000,2.503627,12.298680,-0.725424
10.200000,3.424123,12.210288,-0.932688
10.300000,4.342181,12.106656,-1.161288
10.400000,5.251094,12.024360,-0.701040
10.500000,6.144158,12.027408,0.612648
10.600000,7.066178,12.158472,2.145792
10.700000,8.005267,12.387072,2.627376
10.800000,8.962339,12.600432,1.871472
10.900000,9.950501,12.728448,0.682752
11.000000,10.930433,12.768072,-0.118872
11.100000,11.910060,12.758928,-0.152400
11.200000,12.889992,12.752832,0.064008
11.300000,13.869924,12.758928,0.124968
11.400000,14.849856,12.768072,0.067056
11.500000,15.829788,12.774168,0.000000
11.600000,16.809720,12.774168,0.000000
11.700000,17.789652,12.774168,0.000000
11.800000,18.769584,12.774168,0.000000
11.900000,19.749211,12.774168,0.000000
12.000000,20.729143,12.774168,0.000000
12.100000,21.709075,12.774168,0.000000
12.200000,22.689007,12.768072,-0.088392
12.300000,23.668939,12.761976,-0.042672
12.400000,24.648871,12.810744,0.755904
12.500000,25.622402,12.966192,2.261616
12.600000,26.619403,13.261848,3.413760
12.700000,27.642617,13.664184,3.413760
12.800000,28.689300,14.066520,3.413760
12.900000,29.761586,14.359128,2.270760
13.000000,30.857647,14.517624,0.762000
13.100000,31.947612,14.563344,-0.042672
13.200000,33.037272,14.560296,-0.091440
13.300000,34.126932,14.554200,0.000000
13.400000,35.216897,14.554200,0.000000
13.500000,36.306557,14.560296,0.091440
13.600000,37.396217,14.572488,0.170688
13.700000,38.486182,14.581632,0.082296
13.800000,39.575842,14.581632,-0.082296
13.900000,40.665502,14.572488,-0.170688
14.000000,41.755466,14.560296,-0.088392
14.100000,42.845126,14.554200,0.000000
14.200000,43.934786,14.554200,-0.018288
14.300000,45.024751,14.554200,0.021336
14.400000,46.114411,14.563344,0.149352
14.500000,47.202852,14.575536,0.128016
14.600000,48.297389,14.581632,0.021336
14.700000,49.386439,14.596872,0.192024
14.800000,50.466346,14.654784,0.844296
14.900000,51.565150,14.779752,1.712976
15.000000,52.680413,14.962632,2.075688
15.100000,53.811221,15.121128,1.338072
15.200000,54.964279,15.154656,-0.499872
15.300000,56.116728,15.038832,-1.999488
15.400000,57.238392,14.904720,-1.353312
15.500000,58.340549,14.907768,1.222248
15.600000,59.466175,15.151608,3.413760
15.700000,60.619538,15.569184,3.413760
15.800000,61.800334,15.971520,3.413760
15.900000,63.026544,16.236696,1.685544
16.000000,64.249706,16.340328,0.128016
16.100000,65.472564,16.334232,-0.356616
16.200000,66.695726,16.315944,-0.112776
16.300000,67.918889,16.315944,0.118872
16.400000,69.142356,16.328136,0.240792
16.500000,70.365214,16.346424,0.124968
16.600000,71.586242,16.352520,-0.006096
16.700000,72.806357,16.352520,-0.009144
16.800000,74.027081,16.352520,0.000000
16.900000,75.249634,16.352520,0.000000
17.000000,76.473101,16.352520,0.000000
17.100000,77.696263,16.352520,0.000000
17.200000,78.919426,16.355568,0.054864
17.300000,80.142588,16.361664,0.067056
17.400000,81.365750,16.343376,-0.326136
17.500000,82.592875,16.258032,-1.252728
17.600000,83.810856,16.084296,-2.322576
17.700000,85.007806,15.834360,-2.822448
17.800000,86.190734,15.584424,-2.322576
