t,Position,v_Vel,v_Acc
0.000000,-76.265532,3.803904,-3.413760
0.100000,-75.991212,3.468624,-3.182112
0.200000,-75.742800,3.218688,-1.883664
0.300000,-75.519991,3.048000,-1.249680
0.400000,-75.283771,2.877312,-1.883664
0.500000,-75.073154,2.627376,-3.182112
0.600000,-74.888446,2.286000,-3.413760
0.700000,-74.728730,1.941576,-3.264408
0.800000,-74.595228,1.685544,-1.911096
0.900000,-74.487329,1.554480,-0.621792
1.000000,-74.372419,1.514856,0.024384
1.100000,-74.257814,1.517904,0.076200
1.200000,-74.142905,1.524000,0.000000
1.300000,-74.028300,1.524000,0.000000
1.400000,-73.913390,1.524000,0.000000
1.500000,-73.798786,1.524000,0.000000
1.600000,-73.683876,1.524000,0.000000
1.700000,-73.569271,1.524000,0.000000
1.800000,-73.454362,1.524000,0.000000
1.900000,-73.339757,1.524000,0.000000
2.000000,-73.224847,1.524000,0.000000
2.100000,-73.110242,1.524000,0.000000
2.200000,-72.995333,1.524000,0.000000
2.300000,-72.880728,1.524000,0.000000
2.400000,-72.765818,1.524000,0.000000
2.500000,-72.651214,1.524000,0.000000
2.600000,-72.536304,1.524000,0.000000
2.700000,-72.421699,1.524000,0.000000
2.800000,-72.306790,1.524000,0.000000
2.900000,-72.192185,1.524000,0.000000
3.000000,-72.077275,1.524000,0.000000
3.100000,-71.962366,1.524000,0.000000
3.200000,-71.847761,1.524000,0.000000
3.300000,-71.732851,1.527048,0.048768
3.400000,-71.618246,1.533144,0.094488
3.500000,-71.503337,1.539240,0.045720
3.600000,-71.388732,1.539240,-0.045720
3.700000,-71.273822,1.533144,-0.094488
3.800000,-71.159218,1.527048,-0.048768
3.900000,-71.044308,1.524000,0.000000
4.000000,-70.929703,1.524000,0.000000
4.100000,-70.814794,1.524000,0.000000
4.200000,-70.700189,1.524000,0.000000
4.300000,-70.585279,1.524000,0.000000
4.400000,-70.470674,1.524000,0.000000
4.500000,-70.355765,1.524000,0.000000
4.600000,-70.241160,1.524000,0.000000
4.700000,-70.126250,1.524000,0.000000
4.800000,-70.011646,1.524000,0.000000
4.900000,-69.896736,1.524000,0.000000
5.000000,-69.782131,1.524000,0.000000
5.100000,-69.667222,1.524000,0.000000
5.200000,-69.552617,1.524000,0.000000
5.300000,-69.437707,1.524000,0.000000
5.400000,-69.323102,1.524000,0.000000
5.500000,-69.208193,1.524000,0.000000
5.600000,-69.093588,1.524000,0.000000
5.700000,-68.978678,1.524000,0.000000
5.800000,-68.864074,1.524000,0.000000
5.900000,-68.749164,1.524000,0.000000
6.000000,-68.634559,1.524000,0.000000
6.100000,-68.519650,1.517904,-0.076200
6.200000,-68.405045,1.514856,-0.024384
6.300000,-68.290135,1.554480,0.621792
6.400000,-68.182236,1.685544,1.908048
6.500000,-68.048734,1.938528,3.261360
6.600000,-67.889018,2.286000,3.413760
6.700000,-67.704310,2.630424,3.261360
6.800000,-67.493693,2.886456,1.908048
6.900000,-67.257473,3.017520,0.624840
7.000000,-67.027958,3.057144,-0.021336
7.100000,-66.798444,3.054096,-0.076200
7.200000,-66.568930,3.048000,0.000000
7.300000,-66.339415,3.048000,0.000000
7.400000,-66.109901,3.048000,0.000000
7.500000,-65.880386,3.041904,-0.076200
7.600000,-65.650872,3.038856,-0.021336
7.700000,-65.421358,3.078480,0.624840
7.800000,-65.198549,3.209544,1.908048
7.900000,-64.950137,3.465576,3.261360
