t,Velocity
0.0,7.62
1.0,7.626096
2.0,7.921752
3.0,8.177783999999999
4.0,8.177783999999999
5.0,8.065008
6.0,8.065008
7.0,7.549896
8.0,8.827008000000001
9.0,9.881616
10.0,9.872472
11.0,10.085832000000002
12.0,10.668
13.0,10.668
14.0,10.966704
15.0,9.293352
16.0,9.137904
17.0,9.137904
18.0,9.232392
19.0,10.649712
20.0,10.8204
21.0,10.668
22.0,10.70762406540289
23.0,10.91793583867287
24.0,9.012936104644625
25.0,9.137904
26.0,9.13790404796212
27.0,9.384792156966936
28.0,10.695432008720388
29.0,10.8204
30.0,11.20140026161156
31.0,11.5824
32.0,11.716512100284431
33.0,11.783567960758267
34.0,11.692128122085396
35.0,10.695431943317496
36.0,10.637520043601928
37.0,10.674095973838845
38.0,7.656576802275456
39.0,9.960863969478652
40.0,9.174479860473834
41.0,9.003791978199038
42.0,6.089904008720386
43.0,6.096
44.0,6.096
45.0,6.144768039241734
46.0,6.096
47.0,6.095999991279615
48.0,7.50722413080578
49.0,9.00988804796212
50.0,9.144
51.0,9.055608
52.0,8.513063812511714
53.0,7.613904008720386
54.0,7.62
55.0,7.62
56.0,7.62
57.0,7.62
58.0,7.62
59.0,7.62
60.0,7.604759834312677
61.0,6.693407585781695
62.0,6.239256
63.0,6.2362080043601935
64.0,6.239256
65.0,6.096
66.0,7.589520052322316
67.0,7.62
68.0,7.619999899715563
69.0,7.62
70.0,7.586471954944557
71.0,8.098536037788437
72.0,8.177783999999999
73.0,8.1808319985466
74.0,8.065008
75.0,8.065008
76.0,7.22071196802517
77.0,8.900160004360204
78.0,9.848087954944557
79.0,9.88466403197483
80.0,10.250424122085718
81.0,10.668
82.0,10.680192013080612
83.0,10.963655978198979
84.0,9.064751975292177
85.0,9.137904
86.0,9.1348560014534
87.0,9.293352043602042
88.0,10.658856017440817
89.0,10.8204
90.0,11.015472088657486
91.0,11.5824
92.0,11.64945603197483
93.0,11.820143982559184
94.0,11.707367992732994
95.0,10.826495937503742
96.0,10.573512030521428
97.0,10.668000002906801
98.0,7.339584151153744
99.0,10.07059194767755
100.0,9.272015953491156
101.0,8.997696002906801
102.0,6.099047995639797
103.0,6.092952001453401
104.0,6.096
105.0,6.1112400159874145
106.0,6.096
107.0,6.096
108.0,7.339584079937076
109.0,8.884920059589456
110.0,9.144
111.0,9.086087985465987
112.0,8.607551954944556
113.0,7.610856001453401
114.0,7.62
115.0,7.62
116.0,7.62
117.0,7.62
118.0,7.62
119.0,7.62
120.0,7.62914398837279
121.0,7.074407818324827
122.0,6.239256
123.0,6.239255998546599
124.0,6.239256
125.0,6.092952001453401
126.0,7.455408063949662
127.0,7.62
128.0,7.62
129.0,7.62
130.0,7.626096
131.0,7.9217519375039265
132.0,8.177784001453396
133.0,8.177783999999999
134.0,8.065007968025265
135.0,8.065008
136.0,7.549896177314442
137.0,8.827007918609766
138.0,9.881616
139.0,9.872472002906795
140.0,10.08583201598737
141.0,10.668
142.0,10.668
143.0,10.966703997093205
144.0,9.293352167140663
145.0,9.137904
146.0,9.137904
147.0,9.232392004360191
148.0,10.649712005813587
149.0,10.8204
150.0,10.88745597093206
151.0,11.5824
152.0,11.60373598982622
153.0,11.84452800436019
154.0,11.777472027614543
155.0,11.039856113364971
156.0,10.527792
157.0,10.668
158.0,7.339584151153294
159.0,10.274808104644588
160.0,9.403080050868896
161.0,8.936735921516558
162.0,6.199632129352339
163.0,6.080759991279617
164.0,6.096
165.0,6.096
166.0,6.096
167.0,6.096
168.0,7.110983879368044
169.0,8.65022384593991
170.0,9.134855991279617
171.0,9.125712008720383
172.0,8.665464042148514
173.0,7.644384043601911
174.0,7.62
175.0,7.62
176.0,7.620000013080574
177.0,7.62
178.0,7.62
179.0,7.62
180.0,7.623047998546603
181.0,7.3761600029067935
182.0,6.239256
183.0,6.239256
184.0,6.239256
185.0,6.096000005813588
186.0,7.202423875007852
187.0,7.62
188.0,7.62
189.0,7.61999998546603
190.0,7.626096
191.0,7.790688124992222
192.0,8.180831997093204
193.0,8.177783999999999
194.0,7.9979520639495085
195.0,8.065008
196.0,7.921751645370906
197.0,8.656320162780567
198.0,9.881616
199.0,9.878567994186408
200.0,10.119359968025249
201.0,10.668
202.0,10.668
203.0,10.960608005813592
204.0,9.643871665718477
205.0,9.137904
206.0,9.137904
207.0,9.241535991279612
208.0,10.661903988372817
209.0,10.8204
210.0,10.82649605813592
211.0,11.5824
212.0,11.58240002034757
213.0,11.853671991279612
214.0,11.835383944770879
215.0,11.277599773269923
216.0,10.527792
217.0,10.668
218.0,7.656575697693231
219.0,10.494263790710699
220.0,9.509759898262145
221.0,8.772144156966977
222.0,6.47090374129517
223.0,6.062472017440776
224.0,6.096
225.0,6.096
226.0,6.096
227.0,6.096
228.0,6.858000241264056
229.0,8.32713630812036
230.0,9.116568017440775
231.0,9.143999982559224
232.0,8.753855915702921
233.0,7.735823912796125
234.0,7.62
235.0,7.62
236.0,7.647431973838837
237.0,7.62
238.0,7.62
239.0,7.62
240.0,7.620000002906796
241.0,7.3822559941864085
242.0,6.239256
243.0,6.239256
244.0,6.239256
245.0,6.108191988372816
246.0,6.940296249984443
247.0,7.62
248.0,7.62
249.0,7.589520029067959
250.0,7.620000000000002
251.0,7.735824000000016
252.0,8.177783999999999
253.0,8.177783999999999
254.0,7.845552000000043
255.0,8.065008
256.0,8.06500799999996
257.0,8.446008
258.0,9.869424
259.0,9.848088
260.0,10.326624
261.0,10.668
262.0,10.668
263.0,10.960608
264.0,10.003536
265.0,9.137904
266.0,9.137904
267.0,9.332976
268.0,10.631424
269.0,10.774680000000002
270.0,10.814304
271.0,11.5824
272.0,11.579352000000002
273.0,11.85672
274.0,11.859768
275.0,11.487912
276.0,10.573512
277.0,10.668
278.0,8.214360000000001
279.0,10.628376
280.0,9.537192
281.0,8.54964
282.0,6.937248000000001
283.0,6.047232
284.0,6.096
285.0,6.096
286.0,6.096
287.0,6.096
288.0,6.605016000000001
289.0,8.004048000000001
290.0,9.089136
291.0,9.144
292.0,8.891016
293.0,7.872984
294.0,7.62
295.0,7.62
296.0,7.71144
297.0,7.62
298.0,7.62
299.0,7.62
300.0,7.62
