t,Velocity
0.0,12.240768
1.0,13.094208
2.0,13.103352
3.0,12.89304
4.0,13.112496000000002
5.0,13.261848
6.0,13.027152
7.0,12.819888
8.0,12.950952
9.0,12.188952
10.0,12.60348
11.0,11.829288000000002
12.0,12.871704
13.0,13.566648
14.0,13.5636
15.0,13.597128
16.0,13.453872
17.0,13.719048
18.0,13.551408
19.0,12.182856
20.0,11.939016
21.0,12.192
22.0,12.167616031974823
23.0,13.164312183128535
24.0,12.871703459334803
25.0,13.414247976745584
26.0,12.182856002906801
27.0,14.340839784896643
28.0,12.191999973838781
29.0,13.298423892448321
30.0,12.749783994186396
31.0,12.161519962211571
32.0,13.1582161366197
33.0,13.51178394477076
34.0,12.259055962211571
35.0,13.249656058136042
36.0,12.35354387791431
37.0,13.307568002906802
38.0,11.832336171501327
39.0,12.192
40.0,12.018263918609541
41.0,12.524231921516343
42.0,12.832079816871465
43.0,12.353544244171378
44.0,12.192
45.0,12.192
46.0,12.277343941863958
47.0,12.192
48.0,13.246607558166076
49.0,12.822936130806097
50.0,12.841224087203852
51.0,13.1064
52.0,13.115544000000002
53.0,12.609575863380636
54.0,13.298424001453398
55.0,13.295375960758268
56.0,12.79855198255923
57.0,12.569951893901983
58.0,12.201144039241731
59.0,12.16152001744077
60.0,12.179807998546602
61.0,13.49349595494468
62.0,13.715999998546602
63.0,13.716
64.0,13.572744000000002
65.0,13.716
66.0,13.359383986919418
67.0,12.591287898262145
68.0,12.167615954944665
69.0,11.682984052322325
70.0,12.182856014533979
71.0,13.08201602761456
72.0,13.694663954944664
73.0,12.960095834312638
74.0,12.192
75.0,12.237720010173785
76.0,12.073128045055336
77.0,11.990832114818435
78.0,12.191999997093204
79.0,12.240768
80.0,12.713208000000002
81.0,13.103352
82.0,13.048487925876573
83.0,12.966192069763224
84.0,13.295375998546598
85.0,13.292327963664986
86.0,12.932664063949623
87.0,12.804648061042823
88.0,12.185904001453402
89.0,12.079223976745594
90.0,12.182856
91.0,13.554455989826197
92.0,13.716
93.0,13.670279949130983
94.0,13.46301594622418
95.0,13.719048002906803
96.0,13.478256063949623
97.0,12.88999214243325
98.0,12.201143998546598
99.0,11.73480008429723
100.0,12.185904002906803
101.0,13.054583984012595
102.0,13.7251439985466
103.0,13.277088077030227
104.0,12.192
105.0,12.207239992732998
106.0,11.929871947677581
107.0,11.893296024707809
108.0,12.240768047962217
109.0,12.240768
110.0,12.713208191848452
111.0,13.103352
112.0,12.893039843033085
113.0,13.112496000000002
114.0,13.292328
115.0,13.216127847393278
116.0,13.066776069763074
117.0,12.932664026161152
118.0,12.188952
119.0,12.030456113364993
120.0,12.182855899715582
121.0,13.533119821232127
122.0,13.715999991279615
123.0,13.56359989535539
124.0,13.350239991279615
125.0,13.725143952037888
126.0,13.612368122085376
127.0,13.188696309573636
128.0,12.198095986919423
129.0,11.911584196208642
130.0,12.192
131.0,13.021055921516544
132.0,13.722096000000002
133.0,13.438631947677697
134.0,12.192
135.0,12.192
136.0,11.820144
137.0,11.945112178767873
138.0,12.341352213649412
139.0,12.240768
140.0,12.847319999999963
141.0,13.103352
142.0,12.783312000000032
143.0,13.112496000000002
144.0,13.292328
145.0,13.10944800000003
146.0,13.115543999999987
147.0,12.950951999999994
148.0,12.188952
149.0,12.109703999999978
150.0,12.11275200000002
151.0,13.408152000000035
152.0,13.709904000000002
153.0,13.490448000000022
154.0,13.344144000000004
155.0,13.69161600000001
156.0,13.697711999999974
157.0,13.405103999999938
158.0,12.188952000000002
159.0,12.04874399999996
160.0,12.192
161.0,12.966192000000015
162.0,13.722096000000002
163.0,13.40205600000001
164.0,12.192
165.0,12.192
166.0,11.820144
167.0,12.070079999999965
168.0,12.490703999999957
169.0,12.240768
170.0,13.03629605522909
171.0,13.103352
172.0,12.783312104644589
173.0,13.112496000000002
174.0,13.295375968025263
175.0,13.027152
176.0,12.984479843033117
177.0,12.938760011627178
178.0,12.188952
179.0,12.338304252891088
180.0,11.829288000000002
