t,Position,v_Vel,v_Acc
0.000000,-117.756432,9.841992,0.472440
0.100000,-117.018206,9.906000,0.996696
0.200000,-116.283334,9.988296,0.774192
0.300000,-115.550290,10.043160,0.259080
0.400000,-114.816636,10.061448,0.033528
0.500000,-114.082678,10.064496,0.024384
0.600000,-113.348719,10.034016,-0.475488
0.700000,-112.609579,9.918192,-1.673352
0.800000,-111.886594,9.689592,-3.005328
0.900000,-111.187078,9.369552,-3.413760
1.000000,-110.506459,9.049512,-2.993136
1.100000,-109.849006,8.820912,-1.664208
1.200000,-109.207706,8.708136,-0.481584
1.300000,-108.561226,8.677656,0.057912
1.400000,-107.915050,8.686800,0.112776
1.500000,-107.268569,8.692896,0.018288
1.600000,-106.622088,8.671560,-0.347472
1.700000,-105.973778,8.628888,-0.548640
1.800000,-105.331870,8.631936,0.240792
1.900000,-104.695447,8.756904,2.142744
2.000000,-104.017572,9.079992,3.413760
2.100000,-103.305864,9.537192,3.413760
2.200000,-102.563066,9.912096,3.081528
2.300000,-101.774854,10.061448,-0.091440
2.400000,-101.013768,9.982200,-2.066544
2.500000,-100.263655,9.832848,-1.389888
2.600000,-99.544632,9.765792,0.167640
2.700000,-98.808540,9.802368,0.908304
2.800000,-98.054160,9.906000,1.091184
2.900000,-97.311362,10.006584,0.911352
3.000000,-96.550582,10.046208,0.173736
3.100000,-95.772427,9.985248,-1.344168
3.200000,-95.025667,9.784080,-2.840736
3.300000,-94.294452,9.512808,-2.849880
3.400000,-93.584573,9.329928,-1.161288
3.500000,-92.907002,9.336024,1.283208
3.600000,-92.197123,9.552432,3.276600
3.700000,-91.461031,9.906000,3.413760
3.800000,-90.700250,10.259568,3.285744
3.900000,-89.912952,10.482072,1.426464
4.000000,-89.093345,10.521696,-0.716280
4.100000,-88.301474,10.390632,-2.185416
4.200000,-87.523625,10.183368,-2.179320
4.300000,-86.761930,10.043160,-0.850392
4.400000,-86.025838,10.043160,0.844296
4.500000,-85.264142,10.177272,2.100072
4.600000,-84.486598,10.381488,2.161032
