t,Position,v_Vel,v_Acc,Lane_ID,y_coordinate,lane_index,original_vehicle_id,new_vehicle_id,original_sequence_id
0.0,0.0,7.495032,0.03048,4,0.0,1,438,10,416
0.0999999046325683,0.7471103631597202,7.519416,0.36576,4,0.0,1,438,10,416
0.2000000476837158,1.5006604356924529,7.555992,0.432816,4,0.0,1,438,10,416
0.2999999523162842,2.263800058295772,7.540752,-0.4572,4,0.0,1,438,10,416
0.4000000953674316,3.0235479664191303,7.427976000000001,-1.764792,4,0.0,1,438,10,416
0.5,3.762690098903647,7.239000000000001,-2.42316,4,0.0,1,438,10,416
0.5999999046325684,4.470167857931358,7.034784,-1.789176,4,0.0,1,438,10,416
0.7000000476837158,5.1564328572872,6.9067680000000005,-0.722376,4,0.0,1,438,10,416
0.7999999523162842,5.8384462947256,6.8580000000000005,-0.13716,4,0.0,1,438,10,416
0.9000000953674316,6.521396958145374,6.851904,0.057912,4,0.0,1,438,10,416
1.0,7.206178129816578,6.854952,0.03048,4,0.0,1,438,10,416
1.0999999046325684,7.891266663721069,6.8580000000000005,0.0,4,0.0,1,438,10,416
1.2000000476837158,8.576368088866616,6.8580000000000005,0.0,4,0.0,1,438,10,416
1.2999999523162842,9.261462023866102,6.8580000000000005,0.0,4,0.0,1,438,10,416
1.4000000953674316,9.946558650933923,6.8580000000000005,0.0,4,0.0,1,438,10,416
1.5,10.631657956082847,6.8580000000000005,0.0,4,0.0,1,438,10,416
1.5999999046325684,11.316455291839873,6.8580000000000005,0.0,4,0.0,1,438,10,416
1.7000000476837158,12.001569956770195,6.8580000000000005,0.006096,4,0.0,1,438,10,416
1.7999999523162842,12.686667166370055,6.8580000000000005,0.0,4,0.0,1,438,10,416
1.900000095367432,13.37178704161164,6.8580000000000005,0.0,4,0.0,1,438,10,416
2.0,14.056889533376989,6.8580000000000005,-0.006096,4,0.0,1,438,10,416
2.0999999046325684,14.74170992758718,6.8580000000000005,0.0,4,0.0,1,438,10,416
2.200000047683716,15.426827569638816,6.8580000000000005,0.0,4,0.0,1,438,10,416
2.299999952316284,16.111643142156197,6.8580000000000005,0.006096,4,0.0,1,438,10,416
2.400000095367432,16.79676590964914,6.8580000000000005,0.0,4,0.0,1,438,10,416
2.5,17.481891220630644,6.8580000000000005,0.0,4,0.0,1,438,10,416
2.5999999046325684,18.16702888835374,6.8580000000000005,-0.006096,4,0.0,1,438,10,416
2.700000047683716,18.85215922345941,6.8580000000000005,0.0,4,0.0,1,438,10,416
2.799999952316284,19.536987420383014,6.8580000000000005,0.0,4,0.0,1,438,10,416
2.900000095367432,20.22212275186979,6.8580000000000005,0.0,4,0.0,1,438,10,416
3.0,20.907260562958925,6.8580000000000005,0.0,4,0.0,1,438,10,416
3.0999999046325684,21.592400841113715,6.8580000000000005,0.0,4,0.0,1,438,10,416
3.200000047683716,22.27755325734256,6.8580000000000005,0.0,4,0.0,1,438,10,416
3.299999952316284,22.962688748894607,6.8580000000000005,0.0,4,0.0,1,438,10,416
