t,Position,v_Vel,v_Acc,Lane_ID,y_coordinate,lane_index,original_vehicle_id,new_vehicle_id,original_sequence_id
0.0,-55.13163609125832,7.62,0.0,3,-3.2,0,390,3,2
0.1000001430511474,-54.37033195840809,7.62,0.0,3,-3.2,0,390,3,2
0.2000000476837158,-53.60870990542139,7.62,0.0,3,-3.2,0,390,3,2
0.2999999523162842,-52.84709608119405,7.62,0.0,3,-3.2,0,390,3,2
0.4000000953674316,-52.085479736600064,7.62,0.0,3,-3.2,0,390,3,2
0.5,-51.32385024797662,7.62,0.0,3,-3.2,0,390,3,2
0.6000001430511475,-50.56222896640179,7.62,0.0,3,-3.2,0,390,3,2
0.7000000476837158,-49.80059464984035,7.62,0.0,3,-3.2,0,390,3,2
0.7999999523162842,-49.03744543962259,7.60476,-0.2286,3,-3.2,0,390,3,2
0.9000000953674316,-48.27732947301209,7.574280000000001,-0.42672,3,-3.2,0,390,3,2
1.0,-47.52361869741378,7.549896,-0.204216,3,-3.2,0,390,3,2
1.1000001430511477,-46.77226930563876,7.549896,0.204216,3,-3.2,0,390,3,2
1.2000000476837158,-46.01846018758249,7.574280000000001,0.42672,3,-3.2,0,390,3,2
1.2999999523162842,-45.258262661167976,7.60476,0.2286,3,-3.2,0,390,3,2
1.4000000953674316,-44.49500667849415,7.62,0.0,3,-3.2,0,390,3,2
1.5,-43.73329275654203,7.62,0.0,3,-3.2,0,390,3,2
1.6000001430511477,-42.9715562946528,7.62,0.0,3,-3.2,0,390,3,2
1.7000000476837158,-42.20982840102033,7.62,0.0,3,-3.2,0,390,3,2
1.7999999523162842,-41.44808844236286,7.62,0.0,3,-3.2,0,390,3,2
1.900000095367432,-40.68635703310992,7.62,0.0,3,-3.2,0,390,3,2
2.0,-39.92462387751169,7.62,0.0,3,-3.2,0,390,3,2
2.1000001430511475,-39.1628787816619,7.62,0.0,3,-3.2,0,390,3,2
2.200000047683716,-38.4011422065245,7.62,0.0,3,-3.2,0,390,3,2
2.299999952316284,-37.639393772390406,7.62,0.0,3,-3.2,0,390,3,2
2.400000095367432,-36.87765383972885,7.62,0.0,3,-3.2,0,390,3,2
2.5,-36.1162067602194,7.62,0.0,3,-3.2,0,390,3,2
2.6000001430511475,-35.354158898304604,7.616951999999999,-0.027432,3,-3.2,0,390,3,2
2.700000047683716,-34.59271866402824,7.613904000000001,-0.06096,3,-3.2,0,390,3,2
2.799999952316284,-33.83309457785114,7.62,0.13716,3,-3.2,0,390,3,2
2.900000095367432,-33.07164112873079,7.641336000000001,0.316992,3,-3.2,0,390,3,2
3.0,-32.30927222518656,7.693151999999999,0.725424,3,-3.2,0,390,3,2
3.1000001430511475,-31.54148807739614,7.815072000000001,1.520952,3,-3.2,0,390,3,2
3.200000047683716,-30.75507936329149,7.979664,1.911096,3,-3.2,0,390,3,2
3.299999952316284,-29.946450065969827,8.135112000000001,1.5483840000000002,3,-3.2,0,390,3,2
3.400000095367432,-29.118941004562203,8.247888,0.576072,3,-3.2,0,390,3,2
3.5,-28.28654570399476,8.281416,-0.057912,3,-3.2,0,390,3,2
3.6000001430511475,-27.45932722180777,8.278368,-0.03048,3,-3.2,0,390,3,2
3.700000047683716,-26.63241134502522,8.27532,0.018288,3,-3.2,0,390,3,2
3.799999952316284,-25.80519858523576,8.281416,0.048768,3,-3.2,0,390,3,2
3.900000095367432,-24.976441054557935,8.278368,-0.06096,3,-3.2,0,390,3,2
4.0,-24.1463949351579,8.24484,-0.509016,3,-3.2,0,390,3,2
4.100000143051148,-23.320138787375697,8.156448000000001,-1.225296,3,-3.2,0,390,3,2
4.200000047683716,-22.507632724680832,8.010144,-1.7617440000000002,3,-3.2,0,390,3,2
4.299999952316284,-21.716363928482732,7.845552,-1.679448,3,-3.2,0,390,3,2
4.400000095367432,-20.944871894535765,7.714488,-1.05156,3,-3.2,0,390,3,2
