t,Position,v_Vel,v_Acc,Lane_ID,y_coordinate,lane_index,original_vehicle_id,new_vehicle_id,original_sequence_id
0.0,-154.31328791583906,7.973568,2.859024,3,-3.2,0,554,6,3
0.1000001430511474,-153.5008081497482,8.217408,2.450592,3,-3.2,0,554,6,3
0.2000000476837158,-152.65539516294697,8.354568,0.509016,3,-3.2,0,554,6,3
0.2999999523162842,-151.8066005258779,8.33628,-1.15824,3,-3.2,0,554,6,3
0.4000000953674316,-150.97942150137075,8.253983999999999,-0.972312,3,-3.2,0,554,6,3
0.5,-150.1698997448904,8.24484,0.6858000000000001,3,-3.2,0,554,6,3
0.6000001430511475,-149.3545740610427,8.388096,2.3835360000000003,3,-3.2,0,554,6,3
0.7000000476837158,-148.51084524988624,8.662416,3.252216,3,-3.2,0,554,6,3
0.7999999523162842,-147.6289316462126,8.982456,3.212592,3,-3.2,0,554,6,3
0.9000000953674316,-146.71130380726044,9.259824,2.493264,3,-3.2,0,554,6,3
1.0,-145.76752063117738,9.451848000000002,1.38684,3,-3.2,0,554,6,3
1.1000001430511477,-144.81106830451623,9.549384,0.423672,3,-3.2,0,554,6,3
1.2000000476837158,-143.8534544674263,9.573768,0.024384,3,-3.2,0,554,6,3
1.2999999523162842,-142.89784373782211,9.576816,-0.033528,3,-3.2,0,554,6,3
1.4000000953674316,-141.94282558202372,9.573768,-0.009144,3,-3.2,0,554,6,3
1.5,-140.9883760632737,9.573768,0.027432,3,-3.2,0,554,6,3
1.6000001430511477,-140.0326804066576,9.573768,-0.024384,3,-3.2,0,554,6,3
1.7000000476837158,-139.07600813169717,9.55548,-0.271272,3,-3.2,0,554,6,3
1.7999999523162842,-138.12131198367751,9.506712,-0.71628,3,-3.2,0,554,6,3
1.900000095367432,-137.17398888344752,9.415272,-1.103376,3,-3.2,0,554,6,3
2.0,-136.23921660275292,9.308592,-1.124712,3,-3.2,0,554,6,3
2.1000001430511475,-135.31770887667733,9.217152,-0.765048,3,-3.2,0,554,6,3
2.200000047683716,-134.40134007425942,9.144,-0.6339840000000001,3,-3.2,0,554,6,3
2.299999952316284,-133.49113535006242,9.076944,-0.643128,3,-3.2,0,554,6,3
2.400000095367432,-132.58958981632662,9.040368,-0.262128,3,-3.2,0,554,6,3
2.5,-131.69043086839758,9.043416,0.301752,3,-3.2,0,554,6,3
2.6000001430511475,-130.78780485576073,9.076944,0.603504,3,-3.2,0,554,6,3
2.700000047683716,-129.87602579369093,9.122664,0.323088,3,-3.2,0,554,6,3
2.799999952316284,-128.9599894597406,9.144,0.0,3,-3.2,0,554,6,3
2.900000095367432,-128.04608127497949,9.144,0.0,3,-3.2,0,554,6,3
3.0,-127.13215810692512,9.144,0.0,3,-3.2,0,554,6,3
