t,Velocity
0.0,12.240768
1.0,13.094208
2.0,13.103352
3.0,12.89304
4.0,13.112496000000002
5.0,13.261848
6.0,13.027152
7.0,12.819888
8.0,12.950952
9.0,12.188952
10.0,12.60348
11.0,11.829288000000002
12.0,12.871704
13.0,13.566648
14.0,13.5636
15.0,13.597128
16.0,13.453872
17.0,13.719048
18.0,13.551408
19.0,12.182856
20.0,11.939016
21.0,12.192
22.0,12.167616031974823
23.0,13.164312183128535
24.0,12.871703459334803
25.0,13.414247976745584
26.0,12.182856002906801
27.0,14.340839784896643
28.0,12.191999973838781
29.0,13.298423892448321
30.0,12.749783994186396
31.0,12.161519962211571
32.0,13.1582161366197
33.0,13.51178394477076
34.0,12.259055962211571
35.0,13.249656058136042
36.0,12.35354387791431
37.0,13.307568002906802
38.0,11.832336171501327
39.0,12.192
40.0,12.018263918609541
41.0,12.524231921516343
42.0,12.832079816871465
43.0,12.353544244171378
44.0,12.192
45.0,12.192
46.0,12.277343941863958
47.0,12.192
48.0,13.246607558166076
49.0,12.822936130806097
50.0,12.841224087203852
51.0,13.1064
52.0,13.115544000000002
53.0,12.609575863380636
54.0,13.298424001453398
55.0,13.295375960758268
56.0,12.79855198255923
57.0,12.569951893901983
58.0,12.201144039241731
59.0,12.16152001744077
60.0,12.179808
