t,Position,v_Vel,v_Acc
0.000000,-81.792775,4.267200,1.569720
0.100000,-81.455666,4.337304,-0.024384
0.200000,-81.118558,4.288536,-1.200912
0.300000,-80.801566,4.209288,-0.807720
0.400000,-80.502862,4.206240,0.710184
0.500000,-80.186174,4.309872,1.688592
0.600000,-79.855771,4.453128,1.365504
0.700000,-79.504642,4.547616,0.515112
0.800000,-79.160522,4.581144,-0.021336
0.900000,-78.816098,4.578096,-0.076200
1.000000,-78.471979,4.572000,0.000000
1.100000,-78.127555,4.572000,0.000000
1.200000,-77.783436,4.572000,0.000000
1.300000,-77.439012,4.565904,-0.076200
1.400000,-77.094588,4.562856,-0.021336
1.500000,-76.750469,4.602480,0.624840
1.600000,-76.412750,4.733544,1.905000
1.700000,-76.049734,4.986528,3.258312
1.800000,-75.660504,5.334000,3.413760
1.900000,-75.246586,5.678424,3.264408
2.000000,-74.806150,5.934456,1.911096
2.100000,-74.340415,6.065520,0.621792
2.200000,-73.881386,6.105144,-0.024384
2.300000,-73.422358,6.102096,-0.076200
2.400000,-72.963329,6.096000,0.000000
2.500000,-72.504300,6.089904,-0.076200
2.600000,-72.045271,6.086856,-0.021336
2.700000,-71.586242,6.117336,0.487680
2.800000,-71.133919,6.208776,1.319784
2.900000,-70.660870,6.376416,2.109216
3.000000,-70.173494,6.605016,2.508504
3.100000,-69.668441,6.858000,2.569464
3.200000,-69.140832,7.110984,2.517648
3.300000,-68.595545,7.339584,2.121408
3.400000,-68.035627,7.507224,1.325880
3.500000,-67.454983,7.598664,0.484632
3.600000,-66.881045,7.629144,-0.030480
3.700000,-66.307411,7.623048,-0.082296
3.800000,-65.733473,7.620000,0.000000
3.900000,-65.159839,7.620000,0.000000
4.000000,-64.585901,7.620000,0.000000
4.100000,-64.012267,7.620000,0.000000
4.200000,-63.438329,7.620000,0.000000
4.300000,-62.864695,7.613904,-0.076200
4.400000,-62.290757,7.610856,-0.018288
4.500000,-61.717123,7.641336,0.487680
4.600000,-61.149890,7.732776,1.316736
4.700000,-60.562236,7.900416,2.109216
4.800000,-59.959951,8.129016,2.511552
4.900000,-59.339988,8.382000,2.572512
5.000000,-58.697774,8.638032,2.563368
5.100000,-58.037578,8.872728,2.209800
5.200000,-57.363055,9.046464,1.368552
5.300000,-56.667502,9.137904,0.441960
5.400000,-55.978958,9.168384,-0.039624
5.500000,-55.290415,9.159240,-0.103632
5.600000,-54.601872,9.119616,-0.515112
5.700000,-53.906623,9.025128,-1.365504
5.800000,-53.232101,8.881872,-1.688592
5.900000,-52.570990,8.778240,-0.710184
6.000000,-51.927862,8.781288,0.807720
6.100000,-51.266750,8.851392,1.063752
6.200000,-50.585522,8.860536,-0.542544
6.300000,-49.908866,8.705088,-2.749296
6.400000,-49.265434,8.391144,-3.413760
6.500000,-48.646690,8.040624,-3.337560
6.600000,-48.054158,7.778496,-1.981200
6.700000,-47.486926,7.641336,-0.643128
6.800000,-46.913292,7.635240,0.509016
6.900000,-46.346059,7.729728,1.414272
7.000000,-45.758405,7.906512,2.157984
7.100000,-45.156120,8.107680,2.072640
7.200000,-44.537986,8.238744,0.795528
7.300000,-43.894553,8.263128,-0.414528
7.400000,-43.275504,8.253984,-0.274320
7.500000,-42.673829,8.308848,1.271016
7.600000,-42.041064,8.500872,2.779776
7.700000,-41.392754,8.766048,2.795016
7.800000,-40.724023,8.979408,1.633728
7.900000,-40.029689,9.079992,0.323088
8.000000,-39.331087,9.086088,-0.390144
8.100000,-38.619684,9.052560,-0.368808
8.200000,-37.897613,9.025128,-0.152400
8.300000,-37.173713,9.015984,-0.039624
8.400000,-36.451337,9.015984,0.039624
8.500000,-35.727132,9.025128,0.152400
8.600000,-35.005366,9.046464,0.301752
8.700000,-34.293962,9.079992,0.374904
8.800000,-33.595970,9.113520,0.298704
8.900000,-32.908037,9.134856,0.143256
9.000000,-32.222237,9.144000,0.024384
9.100000,-31.534608,9.144000,-0.012192
9.200000,-30.846674,9.144000,0.000000
9.300000,-30.158741,9.144000,0.000000
9.400000,-29.471112,9.144000,0.000000
9.500000,-28.783178,9.150096,0.079248
9.600000,-28.095550,9.153144,0.024384
9.700000,-27.407616,9.113520,-0.627888
9.800000,-26.712977,8.982456,-1.914144
9.900000,-26.043941,8.726424,-3.261360
10.000000,-25.401118,8.382000,-3.413760
10.100000,-24.782983,8.034528,-3.300984
10.200000,-24.191062,7.775448,-1.987296
10.300000,-23.624438,7.638288,-0.661416
10.400000,-23.051414,7.598664,0.060960
10.500000,-22.478086,7.607808,0.155448
10.600000,-21.905062,7.616952,0.042672
10.700000,-21.331733,7.620000,0.000000
10.800000,-20.758709,7.620000,0.000000
10.900000,-20.185380,7.620000,0.000000
11.000000,-19.612356,7.620000,0.000000
11.100000,-19.039027,7.620000,0.000000
11.200000,-18.466003,7.620000,0.000000
11.300000,-17.892674,7.620000,0.000000
11.400000,-17.319650,7.613904,-0.076200
11.500000,-16.746322,7.610856,-0.024384
11.600000,-16.173298,7.650480,0.621792
11.700000,-15.606674,7.781544,1.908048
11.800000,-15.014753,8.034528,3.261360
11.900000,-14.396618,8.382000,3.413760
12.000000,-13.753795,8.726424,3.264408
12.100000,-13.084759,8.982456,1.914144
12.200000,-12.390120,9.113520,0.624840
12.300000,-11.702491,9.153144,-0.030480
12.400000,-11.014558,9.147048,-0.082296
12.500000,-10.326624,9.137904,-0.076200
12.600000,-9.638995,9.134856,-0.021336
12.700000,-8.951062,9.174480,0.627888
12.800000,-8.270138,9.305544,1.911096
12.900000,-7.563307,9.561576,3.261360
13.000000,-6.830568,9.906000,3.413760
13.100000,-6.073140,10.253472,3.261360
13.200000,-5.289499,10.506456,1.914144
13.300000,-4.480255,10.637520,0.624840
13.400000,-3.677717,10.677144,-0.027432
13.500000,-2.875178,10.674096,-0.079248
13.600000,-2.072945,10.668000,0.000000
13.700000,-1.270406,10.661904,-0.082296
13.800000,-0.467868,10.658856,-0.024384
13.900000,0.334366,10.698480,0.630936
14.000000,1.130198,10.835640,1.984248
14.100000,1.951330,11.097768,3.389376
14.200000,2.798978,11.451336,3.413760
14.300000,3.671011,11.795760,3.197352
14.400000,4.569257,12.042648,1.783080
14.500000,5.493106,12.167616,0.557784
14.600000,6.410249,12.195048,-0.097536
14.700000,7.327392,12.188952,-0.097536
14.800000,8.244535,12.213336,0.484632
14.900000,9.154973,12.304776,1.313688
15.000000,10.085832,12.472416,2.106168
15.100000,11.031322,12.701016,2.517648
15.200000,11.994490,12.954000,2.578608
15.300000,12.980213,13.206984,2.517648
15.400000,13.983614,13.435584,2.112264
15.500000,15.001342,13.603224,1.319784
15.600000,16.039795,13.694664,0.487680
15.700000,17.071543,13.725144,-0.024384
15.800000,18.103291,13.722096,-0.079248
15.900000,19.135039,13.709904,-0.079248
16.000000,20.166787,13.706856,-0.024384
16.100000,21.198535,13.737336,0.512064
16.200000,22.223273,13.828776,1.286256
16.300000,23.269042,13.962888,1.594104
16.400000,24.327917,14.100048,1.274064
16.500000,25.398374,14.231112,1.130808
16.600000,26.464870,14.383512,1.783080
16.700000,27.555444,14.602968,2.667000
16.800000,28.661563,14.855952,2.615184
16.900000,29.789323,15.066264,1.746504
17.000000,30.941772,15.227808,1.216152
17.100000,32.088125,15.368016,1.438656
17.200000,33.239050,15.523464,1.813560
17.300000,34.394546,15.681960,1.499616
17.400000,35.553091,15.791688,0.725424
17.500000,36.711636,15.831312,-0.009144
17.600000,37.870486,15.791688,-0.731520
17.700000,39.030250,15.685008,-1.405128
17.800000,40.187880,15.535656,-1.712976
17.900000,41.341853,15.383256,-1.456944
18.000000,42.492778,15.276576,-0.697992
18.100000,43.643093,15.264384,0.387096
18.200000,44.787312,15.349728,1.347216
18.300000,45.952258,15.486888,1.618488
18.400000,47.130614,15.627096,1.271016
18.500000,48.320554,15.752064,1.091184
18.600000,49.506226,15.877032,1.304544
18.700000,50.711710,15.977616,0.981456
18.800000,51.929995,15.989808,-0.509016
18.900000,53.143709,15.867888,-2.087880
19.000000,54.334867,15.666720,-2.334768
19.100000,55.504690,15.499080,-1.130808
19.200000,56.642203,15.465552,0.509016
19.300000,57.807149,15.541752,1.237488
19.400000,58.985506,15.621000,0.615696
19.500000,60.182150,15.608808,-0.783336
19.600000,61.360812,15.499080,-1.685544
19.700000,62.525758,15.358872,-1.368552
19.800000,63.669977,15.261336,-0.518160
19.900000,64.820902,15.233904,0.085344
