t,Position,v_Vel,v_Acc
0.000000,-55.231284,12.326112,1.392936
0.100000,-54.297986,12.512040,2.377440
0.200000,-53.340610,12.758928,2.746248
0.300000,-52.363726,12.993624,2.097024
0.400000,-51.362762,13.149072,1.014984
0.500000,-50.345950,13.219176,0.277368
0.600000,-49.334928,13.225272,-0.210312
0.700000,-48.318420,13.155168,-0.993648
0.800000,-47.314409,12.996672,-2.151888
0.900000,-46.333258,12.755880,-2.892552
1.000000,-45.369175,12.493752,-2.520696
1.100000,-44.427953,12.301728,-1.414272
1.200000,-43.500446,12.201144,-0.460248
1.300000,-42.568368,12.173712,0.036576
1.400000,-41.635985,12.204192,0.448056
1.500000,-40.698420,12.277344,0.981456
1.600000,-39.774266,12.374880,1.152144
1.700000,-38.866267,12.444984,0.417576
1.800000,-37.957049,12.429744,-0.731520
1.900000,-37.040515,12.341352,-1.228344
2.000000,-36.112704,12.246864,-0.838200
2.100000,-35.191294,12.192000,-0.182880
2.200000,-34.281466,12.182856,0.103632
2.300000,-33.367980,12.188952,0.042672
2.400000,-32.454494,12.192000,-0.009144
2.500000,-31.541009,12.192000,0.006096
2.600000,-30.627523,12.192000,0.006096
2.700000,-29.714038,12.192000,0.000000
2.800000,-28.800552,12.173712,-0.295656
2.900000,-27.887066,12.131040,-0.545592
3.000000,-26.973581,12.103608,-0.256032
3.100000,-26.060095,12.103608,0.262128
3.200000,-25.146610,12.131040,0.536448
3.300000,-24.233124,12.173712,0.277368
3.400000,-23.319943,12.192000,0.000000
3.500000,-22.406458,12.192000,0.009144
3.600000,-21.492972,12.192000,0.000000
3.700000,-20.579486,12.192000,0.000000
3.800000,-19.666001,12.185904,-0.082296
3.900000,-18.752515,12.182856,-0.024384
4.000000,-17.839030,12.222480,0.627888
4.100000,-16.932250,12.356592,1.941576
4.200000,-16.000171,12.615672,3.322320
4.300000,-15.041880,12.957048,3.413760
4.400000,-14.058290,13.277088,2.840736
4.500000,-13.048488,13.469112,1.097280
4.600000,-12.010644,13.514832,-0.356616
4.700000,-10.971276,13.469112,-0.804672
4.800000,-9.928860,13.414248,-0.368808
4.900000,-8.885834,13.417296,0.429768
5.000000,-7.843418,13.481304,0.914400
5.100000,-6.802222,13.533120,0.402336
5.200000,-5.759196,13.487400,-1.167384
5.300000,-4.745431,13.286232,-2.965704
5.400000,-3.757270,12.981432,-3.413760
5.500000,-2.789530,12.728448,-2.026920
5.600000,-1.857756,12.609576,-0.228600
5.700000,-0.911352,12.588240,0.274320
